Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,Prep Males,Prep Females,Prep Total,Year 1 Males,Year 1 Females,Year 1 Total,Year 2 Males,Year 2 Females,Year 2 Total,Year 3 Males,Year 3 Females,Year 3 Total,Year 4 Males,Year 4 Females,Year 4 Total,Year 5 Males,Year 5 Females,Year 5 Total,Year 6 Males,Year 6 Females,Year 6 Total,Primary Ungraded Males,Primary Ungraded Females,Primary Ungraded Total,Primary Total,Year 7 Males,Year 7 Females,Year 7 Total,Year 8 Males,Year 8 Females,Year 8 Total,Year 9 Males,Year 9 Females,Year 9 Total,Year 10 Males,Year 10 Females,Year 10 Total,Year 11 Males,Year 11 Females,Year 11 Total,Year 12 Males,Year 12 Females,Year 12 Total,Postprimary Ungraded Males,Postprimary Ungraded Females,Postprimary Ungraded Total,Secondary Total,Grand Total
Catholic,2,77,Sacred Heart School,Primary,O,14,18,32,11,18,29,22,22,44,16,19,35,23,18,41,13,27,40,14,15,29,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250
Catholic,2,78,St Mary's School,Primary,O,33,39,72,28,21,49,18,24,42,24,21,45,27,23,50,19,28,47,20,27,47,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352
Catholic,2,98,St Michael's School,Primary,O,11,14,25,16,15,31,10,6,16,8,11,19,8,4,12,9,10,19,10,8,18,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
Catholic,2,104,St Patrick's School,Primary,O,27,29,56,24.6,16,40.6,23,25,48,22,28,50,13,20,33,22,15,37,17,19,36,0,0,0,300.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.6
Catholic,2,106,Presentation College Windsor,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,98,0,93,93,0,109,109,0,124,124,0,116,116,0,98,98,0,0,0,638,638
Catholic,2,107,St Mary's School,Primary,O,25,21,46,19,21,40,11,16,27,18,23,41,13,8,21,12,8,20,11,13,24,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219
Catholic,2,111,Assumption College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,99,189,81,100,181,92,86,178,105,73,178,104,96,200,85,86,171,0,0,0,1097,1097
Catholic,2,113,St Brendan's School,Primary,O,18,14,32,5,7,12,11,14,25,12,17,29,8,10,18,8,12,20,8,13,21,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157
Catholic,2,130,Catholic College Bendigo,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,167,343,190,182,372,168,174,342,144.4,180,324.4,116,133,249,113,124,237,0,0,0,1867.4,1867.4
Catholic,2,132,St Augustine's School,Primary,O,16,19,35,15,19,34,18,8,26,7,16,23,15,15,30,19,11,30,11,18,29,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207
Catholic,2,139,St Mary's School,Primary,O,23,27,50,25,26,51,27,21,48,21,26,47,21.4,25,46.4,30,23,53,31,25,56,0,0,0,351.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.4
Catholic,2,140,St Aloysius' School,Primary,O,11,12,23,14,18,32,8,11,19,8,22,30,17,11,28,13,10,23,22,21,43,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198
Catholic,2,148,St Joseph's School,Primary,O,28,35,63,25,21,46,22,16,38,31,27,58,15,19,34,8,11,19,6,11,17,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275
Catholic,2,149,Sacre Coeur,Pri/Sec,O,0,20,20,0,22,22,0,21,21,0,24,24,0,25,25,0,44,44,0,60,60,0,0,0,216,0,96,96,0,89,89,0,77,77,0,75,75,0,86,86,0,87,87,0,0,0,510,726
Catholic,2,151,St Joseph's School,Primary,O,17,10,27,11,18,29,7,12,19,4,13,17,6,16,22,8,8,16,11,9,20,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
Catholic,2,152,Sacred Heart School,Primary,O,9,9,18,7,10,17,14,10,24,13,7,20,7,15,22,11,11,22,15,10,25,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
Catholic,2,153,Sacred Heart School,Primary,O,10,7,17,10,11,21,6,6,12,7,8,15,1,3,4,10,10,20,6,6,12,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
Catholic,2,154,St Michael's School,Primary,O,28,22,50,26,19,45,33,22,55,24,26,50,22,17,39,24,22,46,28,32,60,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345
Catholic,2,156,St Brendan's School,Primary,O,30,31,61,26,23,49,42,26,68,33,31,64,35,35,70,42,35,77,39,34,73,0,0,0,462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462
Catholic,2,161,St Mary's College,Pri/Sec,O,23,12,35,16,8,24,12,22,34,12,18,30,21,9,30,10,12,22,13,17,30,0,0,0,205,21,31,52,25,20,45,20,20,40,12,16,28,0,0,0,0,0,0,0,0,0,165,370
Catholic,2,181,St Mary's School,Primary,O,4,3.4,7.4,8,2,10,3,2,5,3,4,7,8,1,9,3,6,9,5,3,8,0,0,0,55.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4
Catholic,2,183,St Mary's Primary School,Primary,O,5,8,13,8,8,16,10,9,19,11,13,24,8,10,18,10,16,26,15,12,27,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143
Catholic,2,184,St Patrick's Primary School,Primary,O,32,43,75,44,40,84,37,36,73,37,39,76,44,38,82,36,36,72,42,42,84,0,0,0,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546
Catholic,2,185,St Brigid's School,Primary,O,11,8,19,11,9,20,7,5,12,8,9,17,7,2,9,6,11,17,7,6,13,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
Catholic,2,187,St Patrick's School,Primary,O,5,8,13,5,4,9,7,6,13,4,6,10,3,3,6,2,3,5,1,8.4,9.4,0,0,0,65.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.4
Catholic,2,189,St Michael's School,Primary,O,1,0,1,5,1,6,1,2,3,1,1,2,0,1,1,2,3,5,2,1,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Catholic,2,191,St Mary's School,Primary,O,16,14,30,13,10,23,11,15,26,12,11,23,14,10,24,15,11,26,13,14,27,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179
Catholic,2,192,St Augustine's School,Primary,O,5,3,8,7,8,15,7,2,9,4,8,12,7,7,14,4,5,9,12,9,21,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
Catholic,2,204,St Monica's School,Primary,O,24,19,43,15,17,32,25,20,45,20,20,40,30,17,47,18.2,21,39.2,26,27,53,0,0,0,299.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.2
Catholic,2,205,St Joseph's School,Primary,O,29,18,47,22,13,35,18,26,44,12,15,27,21,19,40,30,26,56,23,11,34,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283
Catholic,2,212,St Brendan's Primary School,Primary,O,2,3,5,6,0,6,1,3,4,3,0,3,4,3,7,1,0,1,0,3,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
Catholic,2,219,Sacred Heart College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,225,0,226,226,0,221,221,0,234,234,0,213,213,0,209,209,0,0,0,1328,1328
Catholic,2,227,St Patrick's School,Primary,O,3,4,7,1,0,1,1,5,6,5,2,7,4,1,5,4,2,6,4,3,7,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
Catholic,2,236,St Joseph's College Mildura,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,65,151,67,83,150,78,83,161,56,91,147,49.6,52,101.6,51,58.6,109.6,0,0,0,820.2,820.2
Catholic,2,250,Star of the Sea College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,190,0,195,195,0,185,185,0,174,174,0,172,172,0,165,165,0,0,0,1081,1081
Catholic,2,251,St James' School,Primary,O,16,19,35,9,15,24,10,19,29,18,12,30,8,20,28,10,11,21,6,17,23,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190
Catholic,2,252,St Peter's School,Primary,O,50,50,100,51,41,92,44,50,94,60,42,102,45.4,42,87.4,45,44,89,48,39,87,0,0,0,651.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651.4
Catholic,2,262,St Liborius' School,Primary,O,15,22,37,13,15,28,14,20,34,11,12,23,17,16,33,20,13,33,10,9,19,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207
Catholic,2,265,Damascus College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,104,195,81,92,173,87,105,192,65,92,157,62,110,172,56,76,132,0,0,0,1021,1021
Catholic,2,285,St Mary's School,Primary,O,5,12.2,17.2,8,7,15,18,9,27,14,6,20,11,10,21,10,8,18,7,8,15,0,0,0,133.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.2
Catholic,2,286,Sacred Heart College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,64,144,59,85,144,62,81,143,72,62,134,67,67,134,45,61,106,0,0,0,805,805
Catholic,2,289,St Ambrose's School,Primary,O,18,18,36,18,15,33,18,16,34,15,10,25,16,19,35,17,11,28,12,12,24,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215
Catholic,2,299,St Joseph's School,Primary,O,3,3,6,5,3,8,4,2,6,0,2,2,2,6,8,4,1,5,1,0,1,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
Catholic,2,324,Sacred Heart School,Primary,O,13,8,21,12,17,29,14,5,19,8,6,14,13,17,30,6,11,17,10,9,19,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
Catholic,2,336,St Paul's School,Primary,O,18,29,47,22,29,51,14,15,29,14,13,27,22,28,50,9,19,28,13,9,22,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254
Catholic,2,338,St Andrew's School,Primary,O,42,27,69,26,24,50,29,30,59,28,20,48,36,21,57,25,24,49,16,24,40,0,0,0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372
Catholic,2,353,St Brigid's School,Primary,O,18,13,31,17,7,24,19,18,37,16,13,29,13,16,29,17,16,33,13,15,28,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211
Catholic,2,355,Our Lady of Mount Carmel School,Primary,O,17,23,40,13,12,25,25,16,41,21,20,41,23,17,40,21,19,40,20,11,31,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
Catholic,2,367,St Joseph's School,Primary,O,3,4,7,5,3,8,5,3,8,7,5,12,2,0,2,4,5,9,0,6,6,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
Catholic,2,368,St Mary's School,Primary,O,4,4,8,8,8,16,2,8,10,6,6,12,4,5,9,6,6,12,2,2,4,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
Catholic,2,379,St Mary's School,Primary,O,1,3,4,2,6,8,2,2,4,5,3,8,2,1,3,2,3,5,2,1,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
Catholic,2,384,FCJ College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,36,74,38,46,84,44,53,97,37,45,82,33,34,67,19,31,50,0,0,0,454,454
Catholic,2,386,St Patrick's School,Primary,O,36,33,69,33,23,56,33,32.4,65.4,31,39,70,29,27,56,31,25,56,22,25,47,0,0,0,419.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419.4
Catholic,2,401,Sacred Heart Primary School,Primary,O,38,27,65,28,23,51,25,24,49,35,25,60,27,32,59,31,20,51,28,27,55,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390
Catholic,2,404,Xavier College,Pri/Sec,O,24,17,41,25,18,43,25,20,45,25,16,41,27,17,44,180,0,180,168,0,168,0,0,0,562,227,0,227,226,0,226,251,0,251,250,0,250,242,0,242,249,0,249,0,0,0,1445,2007
Catholic,2,409,St Joseph's School,Primary,O,2,2,4,2,3,5,3,4,7,1,6,7,1,3,4,1,0,1,1,5,6,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
Catholic,2,411,Marian College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,47,99,53,63,116,51,46,97,42,41,83,35,32,67,36,32,68,0,0,0,530,530
Catholic,2,413,Sacred Heart School,Primary,O,1,2,3,2,2,4,6,5,11,3,2,5,3,3,6,2,3,5,5,4,9,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
Catholic,2,414,St Bernard's School,Primary,O,14,15,29,13,17,30,13,17,30,13,18,31,17,10,27,14,23,37,16,20,36,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220
Catholic,2,445,St Patrick's School,Primary,O,8,9,17,12,5,17,19,7,26,7,8,15,1,14,15,5,11,16,8,6,14,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
Catholic,2,467,Academy of Mary Immaculate,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,118,0,110,110,0,114,114,0,93,93,0,107,107,0,92,92,0,0,0,634,634
Catholic,2,468,Sacred Heart School,Primary,O,9,9,18,9,8,17,13,10,23,11,9,20,13,13,26,8,6,14,12,10,22,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
Catholic,2,474,Mount Lilydale Mercy College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,142,256,120,136,256,144,105,249,124,132,256,98,130,228,91,107,198,0,0,0,1443,1443
Catholic,2,477,St Monica's School,Primary,O,8,14,22,9,3,12,7,14,21,8,13,21,10,6,16,9,10,19,12,10,22,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133
Catholic,2,478,St Augustine's School,Primary,O,25,18,43,10,16,26,20,16,36,15,11,26,10,18,28,20,10,30,14,19,33,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Catholic,2,486,St Michael & St John's School,Primary,O,18,21,39,15,12,27,21,11,32,15,21,36,23,16,39,27,17,44,18,17,35,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252
Catholic,2,495,Trinity College Colac Inc,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,68,135,61,72,133,71,60,131,48,72,120,65,63,128,49,68,117,0,0,0,764,764
Catholic,2,496,St Mary's School,Primary,O,23,13,36,9,16,25,13,24,37,19,13,32,9,17,26,12,22,34,16,8,24,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214
Catholic,2,500,Kilbreda College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,184,0,177,177,0,171,171,0,165,165,0,152,152,0,156,156,0,0,0,1005,1005
Catholic,2,501,Padua College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,169,345,170,174,344,176,163,339,177,168,345,165,157,322,140,155,295,0,0,0,1990,1990
Catholic,2,515,Notre Dame College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,142,293,145,144,289,129,138,267,146,130,276,116,124,240,88,100,188,0,0,0,1553,1553
Catholic,2,518,Sacred Heart College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,34,52,24,35,59,26.6,29,55.6,25,16,41,18,21,39,0,0,0,0,0,0,246.6,246.6
Catholic,2,524,St John's School,Primary,O,11,25,36,11,4,15,13,16,29,7,16,23,18,15,33,7,10,17,8,10,18,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171
Catholic,2,525,St Joseph's School,Primary,O,16,18,34,15,18,33,18,21,39,18,8,26,17,19,36,26,17,43,19,20,39,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250
Catholic,2,539,St Joseph's School,Primary,O,33,44,77,32,35.4,67.4,28,42,70,45,40,85,33,40,73,35,38,73,45,46,91,0,0,0,536.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536.4
Catholic,2,548,Saint Ignatius College Geelong,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,102,200,92,83,175,94,80,174,98,46,144,58,44,102,42,42,84,0,0,0,879,879
Catholic,2,549,St Mary's School,Primary,O,19,7.4,26.4,10,13,23,12,18,30,12,10,22,16,16,32,3,13,16,18,16,34,0,0,0,183.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.4
Catholic,2,550,St Patrick's School,Primary,O,21,27,48,28,35,63,23,29,52,23,29,52,31,24,55,17,15,32,16,24,40,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342
Catholic,2,566,St Monica's Primary School,Primary,O,44,35,79,34,46,80,37,36,73,47,50,97,41,36,77,28,37,65,27,42,69,0,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540
Catholic,2,567,St Patrick's School,Primary,O,8,8,16,15,16,31,18,8,26,9,11,20,6,15,21,5,14,19,4,13,17,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
Catholic,2,576,Catholic Ladies' College Ltd,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,151,0,149,149,0,151,151,0,119,119,0,125,125,0,123,123,0,0,0,818,818
Catholic,2,579,St Joseph's School,Primary,O,14,8,22,8,15,23,9,9,18,13,13,26,9.4,10,19.4,11,16,27,11,14,25,0,0,0,160.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.4
Catholic,2,581,St Mary's School,Primary,O,7,5,12,5,4,9,2,5,7,4,2,6,5,4,9,5,4,9,3,5,8,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
Catholic,2,584,St Mary's School,Primary,O,26,34,60,31,19,50,27,26,53,15,23,38,25,33,58,16,26,42,29,29,58,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359
Catholic,2,590,Sacred Heart School,Primary,O,20.2,26,46.2,27,22,49,26,25,51,19,30,49,23,20,43,9,18,27,5,11,16,0,0,0,281.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.2
Catholic,2,594,St Mary's School,Primary,O,8,22,30,13,14,27,12.4,7,19.4,9,12,21,11,13,24,15,11,26,8,20,28,0,0,0,175.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.4
Catholic,2,595,St Joseph's College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,75,161,58,59,117,51,63,114,63,64,127,42,53,95,41,55,96,0,0,0,710,710
Catholic,2,599,St Patrick's School,Primary,O,8,13,21,5,14,19,11,12,23,10,9,19,8,7,15,8,11,19,10,10,20,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136
Catholic,2,603,St Joseph's School,Primary,O,6,8,14,9,6,15,6,10,16,9,7,16,7,5,12,6,10,16,7,3,10,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
Catholic,2,605,St Aloysius College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,70,0,82,82,0,85,85,0,95,95,0,95,95,0,78,78,0,0,0,505,505
Catholic,2,607,All Saints Parish School,Primary,O,23,20,43,16,22,38,25,20,45,20,19,39,19,22,41,20,13,33,24,17,41,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280
Catholic,2,625,Catholic College Sale,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,74,171,82,82,164,88.4,82,170.4,74,81,155,83,69,152,44,77,121,0,0,0,933.4,933.4
Catholic,2,646,St Augustine's College,Pri/Sec,O,30,16,46,16,21,37,18.4,16,34.4,19,17,36,18,20,38,17,17.6,34.6,17,20,37,0,0,0,263,31,20,51,22.4,31,53.4,16,31,47,28,18,46,19,18,37,9,10,19,0,0,0,253.4,516.4
Catholic,2,653,Our Holy Redeemer School,Primary,O,12,17,29,15,25,40,18,12,30,21,17,38,17,21,38,7,9,16,12.4,10,22.4,0,0,0,213.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213.4
Catholic,2,654,Our Lady of Victories School,Primary,C,5,5,10,7,6,13,1,9,10,6,1,7,2,2,4,1,0,1,0,3,3,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
Catholic,2,661,Our Lady of the Sacred Heart Primary,Primary,O,3,5,8,2,1,3,2,1,3,4,6,10,2,5,7,2,5,7,2,1,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
Catholic,2,672,St Joseph's School,Primary,O,1,9,10,6,5,11,7,7,14,0,3,3,2,4,6,6,6,12,9,4,13,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
