Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,Prep Males,Prep Females,Prep Total,Year 1 Males,Year 1 Females,Year 1 Total,Year 2 Males,Year 2 Females,Year 2 Total,Year 3 Males,Year 3 Females,Year 3 Total,Year 4 Males,Year 4 Females,Year 4 Total,Year 5 Males,Year 5 Females,Year 5 Total,Year 6 Males,Year 6 Females,Year 6 Total,Primary Ungraded Males,Primary Ungraded Females,Primary Ungraded Total,Primary Total,Year 7 Males,Year 7 Females,Year 7 Total,Year 8 Males,Year 8 Females,Year 8 Total,Year 9 Males,Year 9 Females,Year 9 Total,Year 10 Males,Year 10 Females,Year 10 Total,Year 11 Males,Year 11 Females,Year 11 Total,Year 12 Males,Year 12 Females,Year 12 Total,Postprimary Ungraded Males,Postprimary Ungraded Females,Postprimary Ungraded Total,Secondary Total,Grand Total
Government,1,912,Alexandra Primary School,Primary,O,9,19,28,11,9,20,15,8,23,20,12,32,14,7,21,16,16,32,11,12,23,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179
Government,1,919,Rockbank Primary School,Primary,O,4,3,7,5,2,7,7,8,15,3,4,7,4,4,8,2,4,6,5,4,9,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
Government,1,932,Bannockburn Primary School,Primary,O,39,38,77,38,40,78,37,27,64,32,38,70,35,26,61,34,34.8,68.8,33.6,25.4,59,0,0,0,477.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477.8
Government,1,945,Doreen Primary School,Primary,O,8,11,19,6,13,19,9,9,18,11,14,25,3,4,7,3,6,9,5,8,13,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
Government,1,954,Talbot Primary School,Primary,O,2,4,6,3,4,7,1,2,3,3,3,6,7,8,15,7,2,9,5,1,6,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
Government,1,956,Yarra Glen Primary School,Primary,O,11,11,22,10,10,20,16,12,28,10,12,22,16,14,30,10,15,25,11,15,26,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173
Government,1,959,Elmhurst Primary School,Primary,O,0,0,0,3,2,5,3,0,3,0,2,2,3,2,5,1,2,3,2,1,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Government,1,981,Kangaroo Flat Primary School,Primary,O,27,26,53,20,27,47,23,29,52,19,23,42,14,20,34,28,22,50,24,20,44,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322
Government,1,982,Westmeadows Primary School,Primary,O,28,39,67,29,33,62,30.6,30,60.6,30,34,64,31,31,62,37,31,68,39,38,77,0,0,0,460.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460.6
Government,1,1002,Sunbury Primary School,Primary,O,28,37,65,37,24,61,32,37,69,26,14,40,28,22,50,16,24,40,26,19,45,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370
Government,1,1003,Diamond Creek Primary School,Primary,O,10,10,20,10,13,23,14,9,23,14,13,27,16,12,28,10,16,26,24,10,34,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181
Government,1,1004,Hesket Primary School,Primary,O,2,1,3,5,4,9,4,3,7,5,2,7,5,2,7,2,4,6,5,7,12,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
Government,1,1008,Axedale Primary School,Primary,O,2,5,7,2,2,4,2,1,3,2,1,3,5,2,7,6,3,9,6,3,9,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
Government,1,1022,Vermont Primary School,Primary,O,53,30,83,40,37,77,36,40,76,35,34,69,41,40,81,33,43,76,54,39,93,0,0,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555
Government,1,1023,Tarnagulla Primary School,Primary,O,2,3,5,2,2,4,1,1,2,1,6,7,2,3,5,3,4,7,2,2,4,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
Government,1,1026,Balwyn Primary School,Primary,O,30,25,55,26,11,37,28,27,55,25,27,52,18,20,38,29,25,54,24,20,44,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335
Government,1,1028,Scoresby Primary School,Primary,O,22,15,37,22,20,42,12,21,33,19.6,18,37.6,28,18,46,19,19,38,29,22,51,0,0,0,284.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284.6
Government,1,1030,Carisbrook Primary School,Primary,O,20,19,39,19,17,36,17,16,33,21,23,44,9,22,31,13,20,33,10,20,30,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246
Government,1,1033,Wandin Yallock Primary School,Primary,O,9,13,22,6,11,17,10,10,20,19,19,38,10,12,22,20,18,38,16,12,28,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185
Government,1,1034,Yering Primary School,Primary,O,3,1,4,1,2,3,2,2,4,0,1,1,1,1,2,2,3,5,4,1,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
Government,1,1035,Dartmoor Primary School,Primary,O,0,1,1,1,1,2,3,3,6,2,2,4,3,3,6,1,2,3,3,1,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Government,1,1051,Mickleham Primary School,Primary,O,9,6,15,7,4,11,5,7,12,11,3,14,6,6,12,1,2,3,3,10,13,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
Government,1,1052,Inglewood Primary School,Primary,O,1,1,2,2,5,7,4,3,7,1,1,2,2,3,5,6,2,8,1,1,2,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
Government,1,1054,Chewton Primary School,Primary,O,2,1,3,3,0,3,2,1,3,2,5,7,3,1,4,4,0,4,3,2,5,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
Government,1,1070,Bolinda Primary School,Primary,O,1,6,7,1,1,2,2,3,5,0,0,0,1,1,2,0,1,1,3,2,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
Government,1,1072,Napoleons Primary School,Primary,O,11,6,17,7,9,16,6,11,17,7,6,13,10,9,19,9,11,20,8,5,13,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
Government,1,1075,Kew Primary School,Primary,O,46,42,88,33.2,35,68.2,48,40,88,44,29,73,38,39,77,37,35,72,39,27,66,0,0,0,532.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532.2
Government,1,1076,Haddon Primary School,Primary,O,14,11,25,23,13,36,10,18,28,15,15,30,12,17,29,14,12,26,17,18,35,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209
Government,1,1079,Panmure Primary School,Primary,O,3,2,5,4,3,7,6,4,10,3,6,9,4,1,5,2,2,4,1,0,1,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
Government,1,1081,Dargo Primary School,Primary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Government,1,1090,Sorrento Primary School,Primary,O,14,22,36,19,28,47,20,17,37,25,21,46,21.4,18.2,39.6,14,14,28,13,17,30,0,0,0,263.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.6
Government,1,1091,Alfredton Primary School,Primary,O,43,40,83,31,34,65,34,39,73,30,39,69,44,33,77,34,20,54,33,49,82,0,0,0,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503
Government,1,1097,Bridgewater Primary School,Primary,O,5,3,8,3,0,3,1,1,2,7,2,9,1,1,2,5,2,7,3,4,7,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
Government,1,1098,Hastings Primary School,Primary,O,27,17,44,29,12,41,22,14,36,12,15,27,14,16,30,22,10,32,20,21,41,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251
Government,1,1103,Yackandandah Primary School,Primary,O,11,12,23,16,7,23,10,17,27,14.4,14,28.4,12,12,24,14,15,29,4,16,20,0,0,0,174.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.4
Government,1,1104,Nagambie Primary School,Primary,O,6,5,11,6,10,16,2,11,13,6,10,16,11,8,19,7,9,16,6,3,9,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Government,1,1108,Heyfield Primary School,Primary,O,7,15,22,14,14,28,9,8,17,9,9,18,11,6,17,16,8,24,11,7,18,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
Government,1,1111,Moorabbin Primary School,Primary,O,21,17,38,19,25,44,27.4,19,46.4,21,28,49,28,19,47,22,27,49,18,20,38,0,0,0,311.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311.4
Government,1,1112,Mansfield Primary School,Primary,O,14,17,31,12,19,31,16,21,37,14,19,33,22,19,41,20,21,41,40,23,63,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277
Government,1,1115,Middle Indigo Primary School,Primary,O,0,2,2,3,3,6,4,1,5,4,1,5,1,5,6,1,3,4,0,1,1,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
Government,1,1117,Briagolong Primary School,Primary,O,11,8,19,5,2,7,5,7,12,6,4,10,11,2,13,6,8,14,3,5,8,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
Government,1,1120,Lindenow Primary School,Primary,O,8,2,10,3,7,10,3,11,14,10,4,14,7,6,13,13,6,19,8,6,14,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94
Government,1,1125,Broadford Primary School,Primary,O,28,17,45,13,15,28,21,24,45,32,25,57,23,24,47,21,29,50,31,19,50,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322
Government,1,1126,Murchison Primary School,Primary,O,14,12,26,14,6,20,3,12,15,4,8,12,6,6,12,11,4,15,3,9,12,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
Government,1,1134,Panton Hill Primary School,Primary,O,6,13,19,8,7,15,10,8,18,5,11,16,11,8,19,11,12,23,10,9.8,19.8,0,0,0,129.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.8
Government,1,1135,Glen Park Primary School,Primary,O,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,1,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Government,1,1136,Concongella Primary School,Primary,O,1,3,4,2,0,2,3,1,4,2,1,3,3,6,9,1,0,1,4,2,6,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
Government,1,1141,Bruthen Primary School,Primary,O,3,2,5,3,4,7,4,2,6,1,4,5,4,2,6,1,8,9,5,2,7,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
Government,1,1142,Swan Hill Primary School,Primary,O,40,40,80,38,28,66,32,37,69,46,37,83,39,37,76,45,37,82,40.8,49,89.8,0,0,0,545.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545.8
Government,1,1144,Porepunkah Primary School,Primary,O,5,10,15,8,6,14,6,9,15,2,9,11,4,10,14,11,9,20,8,7,15,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
Government,1,1146,Leopold Primary School,Primary,O,46,49,95,61,52,113,46.4,48,94.4,47,52,99,59,36,95,44,49,93,47.4,56,103.4,0,0,0,692.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692.8
Government,1,1147,Inverleigh Primary School,Primary,O,7,8,15,9,12,21,9.4,10,19.4,7,7,14,15,10,25,8,9,17,10,5,15,0,0,0,126.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.4
Government,1,1148,Glen Iris Primary School,Primary,O,29,37,66,35,22,57,37,29,66,38,29,67,35,31,66,31,27,58,21,18,39,0,0,0,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419
Government,1,1150,Trawalla Primary School,Primary,O,3,0,3,4,1,5,1,3,4,1,2,3,2,2,4,2,1,3,3,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Government,1,1165,Quarry Hill Primary School,Primary,O,15,16,31,25,18,43,20,17,37,17.2,11,28.2,15,17,32,23,20,43,12,12,24,0,0,0,238.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.2
Government,1,1167,Sebastopol Primary School,Primary,O,9,9,18,8,7,15,8,11,19,11,8,19,6,12,18,10,9,19,9,11,20,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
Government,1,1176,Woodside Primary School,Primary,O,6,1,7,6,0,6,8,1,9,3,3,6,0,5,5,4,3,7,5,5,10,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
Government,1,1178,Noorat Primary School,Primary,O,4,0,4,2,4,6,5,3,8,2,0,2,3,4,7,5,2,7,6,8,14,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
Government,1,1181,Albert Park Primary School,Primary,O,31,34,65,40,30,70,24,32,56,20,36,56,34,28,62,27,28,55,15,27,42,0,0,0,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406
Government,1,1183,Williamstown Primary School,Primary,O,35,38,73,50,36,86,31,32,63,49,47,96,41,33,74,41,43,84,44,40,84,0,0,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560
Government,1,1184,Boneo Primary School,Primary,O,46,34,80,29,36,65,24,20,44,17,31,48,19,13,32,10,18,28,22,18,40,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337
Government,1,1190,Queenscliff Primary School,Primary,O,6,1,7,1,2,3,1,1,2,2,3,5,1,3,4,5,8,13,1,3,4,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
Government,1,1194,Portland North Primary School,Primary,O,11,16,27,29,16,45,16,17,33,23,18,41,21,22,43,34,18,52,29,14,43,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284
Government,1,1207,Timor Primary School,Primary,O,5,4,9,2,2,4,0,2,2,1,0,1,1,2,3,8,1,9,2,1,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
Government,1,1208,Apsley Primary School,Primary,O,0,2,2,1,6,7,2,0,2,1,3,4,2,2,4,3,0,3,3,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Government,1,1211,Strathfieldsaye Primary School,Primary,O,37,33,70,34,29,63,29,28,57,39,32,71,36,35,71,50,38,88,24,39,63,0,0,0,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483
Government,1,1222,Skye Primary School,Primary,O,31,41.4,72.4,37,27,64,46,35,81,28,44,72,41,36,77,36,32,68,32,19,51,0,0,0,485.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485.4
Government,1,1225,Tooborac Primary School,Primary,O,1,2,3,1,3,4,3,1,4,1,2,3,5,4,9,2,4,6,4,3,7,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
Government,1,1231,Lucknow Primary School,Primary,O,33,35,68,54,32,86,43,30,73,33,38,71,32,29,61,28,27,55,39,35,74,0,0,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488
Government,1,1244,Upper Plenty Primary School,Primary,O,13,6,19,13,10,23,10,9,19,13,9,22,6,10,16,6,5,11,10,8,18,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
Government,1,1252,Carlton North Primary School,Primary,O,24,14,38,26,20,46,21,18,39,27,24,51,16,16,32,18,16,34,10,14,24,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264
Government,1,1254,Maldon Primary School,Primary,O,11,11,22,3,5,8,5,5,10,8,2,10,3,1,4,7,6,13,4,10,14,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
Government,1,1259,Woori Yallock Primary School,Primary,O,17,7,24,11,8,19,16,6,22,17,15,32,15,8,23,6,9,15,17,17,34,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
Government,1,1263,Moyston Primary School,Primary,O,2,1,3,2,1,3,1,1,2,0,0,0,1,0,1,0,3,3,1,1,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Government,1,1270,Buninyong Primary School,Primary,O,43,35,78,39,31,70,44,41,85,34,50,84,36,37,73,47,37,84,35,33,68,0,0,0,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542
Government,1,1273,Marysville Primary School,Primary,O,2,3,5,7,2,9,0,4,4,2,1,3,5,1,6,3,2,5,4,4,8,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Government,1,1275,Langley Primary School,Primary,O,3,3,6,2,1,3,1,0,1,3,5,8,3,2,5,6,1,7,7,5,12,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
Government,1,1277,Wandong Primary School,Primary,O,23,17,40,19,14,33,21,18,39,19,15,34,19,25,44,23,19,42,18,24,42,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274
Government,1,1282,Cowes Primary School,Primary,O,37.2,43,80.2,44,31,75,33,33,66,30,29,59,21,27,48,29,31,60,35.4,28,63.4,0,0,0,451.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451.6
Government,1,1288,Bullarto Primary School,Primary,O,0,1,1,3,2,5,1,1,2,2,0,2,4,1,5,1,4,5,3,3,6,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Government,1,1293,Lismore Primary School,Primary,O,2,5,7,0,2,2,1,3,4,3,1,4,2,3,5,5,1,6,4,2,6,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
Government,1,1295,Lower Plenty Primary School,Primary,O,7,7,14,6,5,11,6,5,11,11,10,21,9,6,15,8,8,16,3,5,8,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
Government,1,1316,Specimen Hill Primary School,Primary,O,19,18,37,15,16,31,21,26,47,16,19,35,21,13,34,28,16,44,17,21,38,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266
Government,1,1324,Bolwarra Primary School,Primary,O,11,7,18,11,3,14,9,6,15,6,12,18,8,5,13,3,6,9,9,11,20,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
Government,1,1330,Navarre Primary School,Primary,O,2,2,4,0,1,1,0,4,4,0,2,2,1,1,2,1,3,4,0,2,2,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Government,1,1334,Warracknabeal Primary School,Primary,O,10,8,18,15,7,22,13,15,28,16,14,30,15,9,24,14,14,28,19,17,36,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186
Government,1,1335,Moyhu Primary School,Primary,O,1,4,5,3,7,10,5,1,6,10,5,15,4,3,7,4,4,8,3,5,8,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
Government,1,1347,Natte Yallock Primary School,Primary,O,1,1,2,3,1,4,1,2,3,0,0,0,2,1,3,1,0,1,3,4,7,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Government,1,1360,Clifton Hill Primary School,Primary,O,45,45,90,42,46,88,38,31,69,46,37,83,25,29,54,47,34,81,36,40,76,0,0,0,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541
Government,1,1362,Christmas Hills Primary School,Primary,O,0,2,2,1,0,1,2.8,3.8,6.6,1,0,1,2,1,3,0,0,0,2,3,5,0,0,0,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6
Government,1,1365,Tallangatta Primary School,Primary,O,3,8,11,10,7,17,6,8,14,10,14,24,10,13,23,7,6,13,9,7,16,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118
Government,1,1366,Kialla Central Primary School,Primary,O,1,6,7,3,6,9,3,5,8,4,2,6,5,5,10,5,4,9,6,3,9,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
Government,1,1368,Mount Eliza Primary School,Primary,O,44,37,81,41,20,61,40,32.4,72.4,53,33,86,51,41,92,35,43,78,43,30,73,0,0,0,543.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543.4
Government,1,1369,San Remo Primary School,Primary,O,10,14,24,14,4,18,8,17,25,5,12,17,7,16,23,7,8,15,4,11,15,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137
Government,1,1371,Thornton Primary School,Primary,C,0,0,0,1,2,3,3,0,3,1,1,2,4,1,5,2,0,2,1,2,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Government,1,1372,Dimboola Primary School,Primary,O,16,5,21,7,12,19,9,12,21,12,9,21,9,15,24,11,12,23,13,13,26,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155
Government,1,1373,Whorouly Primary School,Primary,O,0,5,5,2,3,5,1,3,4,4,2,6,3,5,8,5,2,7,6,1,7,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
Government,1,1379,Merrijig Primary School,Primary,O,2,2,4,1,2,3,1,2,3,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Government,1,1386,Lethbridge Primary School,Primary,O,7,13,20,6,9,15,7,6,13,10,6,16,6,7,13,11,7,18,13,7,20,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
Government,1,1399,Oxley Primary School,Primary,O,4,6,10,4,3,7,5,3,8,3,7,10,9,4,13,4,6,10,8,4,12,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
Government,1,1401,Northcote Primary School,Primary,O,27,14,41,23,29,52,23,20,43,20,21,41,22,18,40,15,13,28,17,17,34,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279
Government,1,1402,North Melbourne Primary School,Primary,O,54,46,100,33,42,75,25,19,44,39,32,71,36,40,76,41,33,74,37,40,77,0,0,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517
Government,1,1403,Dandenong Primary School,Primary,O,22,24,46,26,22,48,23,20,43,22,17,39,26,12,38,23,27,50,22,23,45,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309
Government,1,1408,Malmsbury Primary School,Primary,O,9,4,13,4,9,13,7,1,8,12,6,18,3,4,7,9,13,22,7,3,10,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
Government,1,1409,Williamstown North Primary School,Primary,O,46,45,91,47,45,92,46,40,86,43,39,82,35,45,80,43,36,79,60,43,103,0,0,0,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613
Government,1,1410,Kerang Primary School,Primary,O,2,6,8,6,4,10,6.9,4.4,11.3,8,5,13,6,9,15,7,12,19,6,14,20,0,0,0,96.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.3
Government,1,1417,Drouin West Primary School,Primary,O,12,19,31,15,12,27,13,12,25,12,12,24,15,13,28,15,21,36,11,12,23,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
Government,1,1420,Meredith Primary School,Primary,O,5,9,14,8,4,12,12,8,20,12,3,15,4,11,15,12,9,21,14,4,18,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
Government,1,1422,Edi Upper Primary School,Primary,O,3,2,5,0,1,1,3,0,3,2,1,3,1,1,2,2,0,2,2,2,4,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Government,1,1428,Eaglehawk North Primary School,Primary,O,19,20,39,23,27,50,14,18,32,30,17,47,20,30,50,14,23,37,28,22,50,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305
Government,1,1432,Mooroopna Primary School,Primary,O,23,19,42,10,17,27,19,23,42,22,23,45,22,16,38,25,25,50,27,19,46,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290
