2009,Entity_Type,School_No,School_Name,School_Type,School_Status,Prep Males Total,Prep Females Total,Prep Total,Year 1 Males Total,Year 1 Females Total,Year 1 Total,Year 2 Males Total,Year 2 Females Total,Year 2 Total,Year 3 Males Total,Year 3 Females Total,Year 3 Total,Year 4 Males Total,Year 4 Females Total,Year 4 Total,Year 5 Males Total,Year 5 Females Total,Year 5 Total,Year 6 Males Total,Year 6 Females Total,Year 6 Total,Primary Ungraded Males Total,Primary Ungraded Females Total,Primary Ungraded Total,Primary Total,Year 7 Males Total,Year 7 Females Total,Year 7 Total,Year 8 Males Total,Year 8 Females Total,Year 8 Total,Year 9 Males Total,Year 9 Females Total,Year 9 Total,Year 10 Males Total,Year 10 Females Total,Year 10 Total,Year 11 Males Total,Year 11 Females Total,Year 11 Total,Year 12 Males,Year 12 Females,Year 12 Total,Secondary Ungraded Males Total,Secondary Ungraded Females Total,Secondary Ungraded Total,Secondary Total,Grand Total
Catholic,2,684,St Joseph's School,Primary,O,1,1,2,1,3,4,1,1,2,3,4,7,2,1,3,2,5,7,4,1,5,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Catholic,2,690,Mercy Regional College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,50,79,40,32,72,40,36,76,37,35,72,31,28,59,31,28,59,0,0,0,417,417
Catholic,2,691,St Patrick's School,Primary,O,15,23.2,38.2,32,11,43,14,20,34,20,24,44,18,18,36,26,13,39,16,24,40,0,0,0,274.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.2
Catholic,2,707,St Columba's College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,164,0,167,167,0,166,166,0,189,189,0,158,158,0,145,145,0,0,0,989,989
Catholic,2,715,St Michael's School,Primary,O,4,8,12,10,1,11,7,11,18,1,5,6,3,9,12,4,3,7,3,2,5,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
Catholic,2,724,St Mary's School,Primary,O,18,12,30,12,14,26,10,10,20,17,10,27,14,11,25,15,12,27,13,11,24,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179
Catholic,2,726,St Kilian's School,Primary,O,18,11,29,15,24,39,15,20,35,19,12,31,16.4,15,31.4,9,16,25,18,18,36,0,0,0,226.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.4
Catholic,2,733,Genazzano FCJ College,Pri/Sec,O,0,17,17,0,18,18,0,15,15,0,19,19,0,26,26,0,50,50,0,52,52,0,0,0,197,0,156,156,0,151,151,0,154,154,0,153,153,0,146,146,0,157,157,0,0,0,917,1114
Catholic,2,753,St Augustine's School,Primary,O,16,9,25,21,18,39,16,21,37,15,11,26,22,27,49,15,18,33,31,26,57,0,0,0,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266
Catholic,2,782,St Patrick's School,Primary,O,4,4,8,8,7,15,5,19,24,8,8,16,9,11,20,10,7,17,8,9,17,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117
Catholic,2,836,St Patrick's School,Primary,O,24,24.4,48.4,37,22,59,21,20,41,27,30,57,20,25,45,21,16,37,26,18,44,0,0,0,331.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331.4
Catholic,2,840,St Thomas' School,Primary,O,10,6,16,6,10,16,9,8,17,10,11,21,7,5,12,11,12,23,10,13,23,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
Catholic,2,841,St Joseph's School,Primary,O,31,32,63,19,22,41,21,16,37,28,21,49,12,23,35,26,34,60,15,20,35,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320
Catholic,2,848,St Joseph's School,Primary,O,18,23,41,19,23,42,16,20,36,12,14,26,15,22,37,15,10,25,13,16,29,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236
Catholic,2,909,St John's School,Primary,O,23,19,42,17,34,51,23,14,37,20,21,41,17,32,49,23,23,46,16,20,36,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302
Catholic,2,914,Our Lady of Mercy College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,201,0,197,197,0,195,195,0,184.4,184.4,0,183,183,0,156,156,0,0,0,1116.4,1116.4
Catholic,2,915,St Joseph's School,Primary,O,29,17,46,30,15,45,24,30,54,15,17,32,13,10,23,15,20,35,20,17,37,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272
Catholic,2,923,St Brigid's School,Primary,O,18,24,42,22,20,42,17,26,43,19.6,15,34.6,23,24,47,22,17,39,17,28,45,0,0,0,292.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.6
Catholic,2,924,St Columba's School,Primary,O,26,14,40,22,22,44,13,23,36,20,16,36,25,15,40,19,21,40,12,13,25,0,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261
Catholic,2,931,Our Lady Help of Christians School,Primary,O,15,24,39,25,19,44,16,19,35,17,20,37,14,19,33,12,5,17,13,6,19,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224
Catholic,2,932,St Anthony's School,Primary,O,14,10,24,16,13,29,10,11,21,14,15,29,8,10,18,9,8,17,10,3,13,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
Catholic,2,935,St Mary's School,Primary,O,28,15,43,15,11,26,16,15,31,23,19,42,24,28,52,21,22,43,23,23,46,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283
Catholic,2,937,Sacred Heart School,Primary,O,19,11.2,30.2,16,22,38,17,18,35,20,16,36,12,18,30,9,18,27,13,20,33,0,0,0,229.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.2
Catholic,2,950,St Joseph's School,Primary,O,13,27,40,19,16,35,14,23,37,19,26,45,15,20,35,22,29,51,18,11,29,0,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272
Catholic,2,954,St Mary's School,Primary,O,33,25,58,26,26,52,25,25,50,25,31,56,31,21,52,30,28,58,26,22,48,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374
Catholic,2,955,St Joseph's School,Primary,O,7,3,10,2,7,9,6,6,12,9,8,17,4,8,12,5,7,12,9,7,16,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
Catholic,2,956,De La Salle College,Pri/Sec,O,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,25,0,25,26,0,26,0,0,0,61,204,0,204,207,0,207,180,0,180,202,0,202,199,0,199,201,0,201,0,0,0,1193,1254
Catholic,2,962,St Margaret Mary's School,Primary,O,15,12,27,9,10,19,8,11,19,13,12,25,12,8,20,8,12,20,7,11,18,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
Catholic,2,981,St Francis Xavier School,Primary,O,24,26,50,28,24,52,22,23,45,18,17,35,25,26,51,10,15,25,22,29,51,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309
Catholic,2,991,St Laurence O'Toole School,Primary,O,14,18,32,7,12,19,12,6,18,8,9,17,12,13,25,13,17,30,17,14,31,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172
Catholic,2,999,St Joseph's School,Primary,O,5,1,6,4,6,10,6,5,11,3,5,8,12,8,20,8,7,15,7,8,15,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
Catholic,2,1013,St Brigid's School,Primary,O,17,19,36,11,20,31,11,18,29,13,16,29,19,13,32,16,17,33,21,18,39,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229
Catholic,2,1015,St James School,Primary,O,9,6,15,5,6,11,8,4,12,7,11,18,5,4,9,11,6,17,10,1,11,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
Catholic,2,1024,St Mary's School,Primary,O,22,14.4,36.4,21,18,39,19,20,39,22,13,35,16,21,37,13,9,22,11,10,21,0,0,0,229.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.4
Catholic,2,1033,Holy Rosary School,Primary,O,19,22,41,12,13,25,13,15,28,13,14,27,11.4,16,27.4,10,13,23,11,8,19,0,0,0,190.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.4
Catholic,2,1036,St Aloysius' School,Primary,O,2,6,8,3,8,11,6,4,10,4,6,10,6,6,12,11,5,16,4,3,7,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
Catholic,2,1041,St Anthony's School,Primary,O,20,16,36,21,16,37,16,7,23,16,18,34,22,21,43,13,4,17,11,20,31,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221
Catholic,2,1045,St Joseph's School,Primary,O,28,14,42,20,19,39,15,14,29,27,17,44,6,10,16,18,6,24,13,7,20,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214
Catholic,2,1058,St Mary's School,Primary,O,12,7,19,7,8,15,5,12,17,15,7,22,7,11,18,3,10,13,9,6,15,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119
Catholic,2,1067,Holy Rosary School,Primary,O,12,10,22,12,11,23,12,12,24,13,8,21,11,16,27,10,10,20,10,17,27,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
Catholic,2,1070,St Columba's School,Primary,O,17,8,25,12,14,26,13,11,24,14,11,25,15,22,37,10,10,20,7,6,13,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
Catholic,2,1072,Our Lady of the Rosary,Primary,O,23,14,37,22,22,44,21,17,38,16,20,36,23,16,39,20,8,28,18,17,35,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257
Catholic,2,1084,St Mary's School,Primary,O,40,25,65,33,34,67,39,41,80,28,39,67,42,42,84,46,47,93,23,31,54,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510
Catholic,2,1097,St Mary's School,Primary,O,13,12,25,7,7,14,10,9,19,10,8,18,9,4,13,9,1,10,8,9,17,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
Catholic,2,1099,St Brendan's School,Primary,O,5,2,7,3,2,5,3,1,4,1,2,3,4,3,7,3,2,5,0,5,5,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
Catholic,2,1101,Our Lady of the Immaculate Conception School,Primary,O,24,19,43,31,27,58,30,25,55,33,25,58,30,25,55,19,19,38,22,17,39,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346
Catholic,2,1108,St Mary's School,Primary,O,26,21,47,19,14,33,17,27,44,16,16,32,12,15,27,17,17,34,11,26,37,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254
Catholic,2,1109,St John's School,Primary,O,14,11,25,17,17,34,7,5,12,4,9,13,9,12,21,11,15,26,14,14,28,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159
Catholic,2,1122,St Brigid's College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,80,29,49,78,25,34,59,32,30,62,29,28,57,20,28,48,0,0,0,384,384
Catholic,2,1130,St Aloysius' School,Primary,O,10,13,23,9,5,14,10,7,17,12,10,22,6,7,13,9,2,11,2,5,7,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
Catholic,2,1134,St Joan of Arc School,Primary,O,24,17.2,41.2,22,22,44,21,22,43,25,19,44,23,21,44,12,19,31,3,15,18,0,0,0,265.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.2
Catholic,2,1136,St John's School,Primary,O,6,10,16,7,5,12,11,6,17,7,6,13,4,11,15,9,5,14,7,4,11,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
Catholic,2,1146,St John's School,Primary,O,22,18,40,16,17,33,14,14,28,20,14,34,22,14,36,13,10,23,15.2,14,29.2,0,0,0,223.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223.2
Catholic,2,1152,St Joseph's School,Primary,O,18,23,41,34,29,63,31,16,47,31,20,51,18,23,41,12,20,32,13,22,35,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310
Catholic,2,1164,Mary Immaculate School,Primary,O,13,18,31,14,9,23,19,14,33,5,12,17,10,14,24,3,10,13,7,5,12,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
Catholic,2,1173,St Joseph's School,Primary,O,6,2,8,5,4,9,5,5,10,0,1,1,1,5,6,7,5,12,2,2,4,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
Catholic,2,1176,Our Lady of Lourdes School,Primary,O,8,8,16,3,9,12,9,11,20,2,1,3,9,5,14,5,1,6,2,2,4,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
Catholic,2,1177,St Joseph's School,Primary,O,2,0,2,0,4,4,4,2,6,1,4,5,1,3,4,2,2,4,4,1,5,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Catholic,2,1188,St Mary's School,Primary,O,19,23,42,16,13,29,14,17,31,18,28,46,18,15,33,23,19,42,26,10,36,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259
Catholic,2,1193,St Therese's School,Primary,O,28,40,68,35,36,71,29,35,64,33.4,43,76.4,30,34,64,32,26,58,31,28,59,0,0,0,460.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460.4
Catholic,2,1196,Sacred Heart School,Primary,O,4.2,4,8.2,8,1,9,4,5,9,6,4,10,7,4,11,4,3,7,13,2,15,0,0,0,69.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.2
Catholic,2,1206,Our Lady of Good Counsel School,Primary,O,30,32,62,33,34,67,36,35,71,30,35,65,28,29,57,4,16,20,6,21,27,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369
Catholic,2,1212,St Kevin's School,Primary,O,15,10,25,10,15,25,11,11,22,10,13,23,17,6,23,7,17,24,10,12,22,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
Catholic,2,1217,St Joseph's School,Primary,O,22,32,54,22,26,48,26,19,45,20,30,50,25,16,41,21,18,39,27,22,49,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326
Catholic,2,1221,St Finbar's School,Primary,O,23,25,48,21,31,52,29,18,47,28,27,55,26,25,51,14,26,40,18,26,44,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337
Catholic,2,1226,Loreto Mandeville Hall,Pri/Sec,O,0,21,21,0,27,27,0,17,17,0,25,25,0,42,42,0,72,72,0,78,78,0,0,0,282,0,99,99,0,111,111,0,113,113,0,100,100,0,100,100,0,94,94,0,0,0,617,899
Catholic,2,1229,St Dominic's School,Primary,O,30,25,55,25.1,18,43.1,19,28,47,27,20,47,21,15,36,11.4,21,32.4,12,20,32,0,0,0,292.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.5
Catholic,2,1231,St Mary's School,Primary,O,12,25.2,37.2,21.4,18,39.4,25,25,50,23,20,43,13,35,48,10,23,33,14,15,29,0,0,0,279.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.6
Catholic,2,1252,Holy Rosary School,Primary,O,4,3,7,8,3,11,8,1,9,4,7,11,3.6,7,10.6,9,2,11,10,10,20,0,0,0,79.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.6
Catholic,2,1253,St Mary's School,Primary,O,4,4,8,8,6,14,6,6,12,4,5,9,9,10,19,9,5,14,10,5,15,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
Catholic,2,1260,St Joseph's School,Primary,O,11,7,18,6.4,12,18.4,5,5,10,10.4,6,16.4,10,7,17,13,9,22,10,5,15,0,0,0,116.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.8
Catholic,2,1265,St Fidelis' School,Primary,O,30,34,64,25,23,48,25,32,57,27,22,49,27,26,53,34,26,60,16,30,46,0,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377
Catholic,2,1272,St Francis Xavier's School,Primary,O,28,21,49,28,22,50,29,24,53,23,30,53,27,30,57,22,24,46,23,25,48,0,0,0,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356
Catholic,2,1273,St Mary's School,Primary,O,15,19,34,21,23,44,19,30,49,22,23,45,16,23,39,10,10,20,13,20,33,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264
Catholic,2,1275,Our Lady Help of Christians School,Primary,O,15,23,38,13,9,22,13,16,29,25,19,44,21.4,19,40.4,26,25,51,25,26,51,0,0,0,275.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.4
Catholic,2,1277,Our Lady of the Sacred Heart School,Primary,O,11,12,23,10,8,18,7,16,23,6,14,20,10,17,27,9,8,17,9,8,17,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
Catholic,2,1280,St Francis Xavier School,Primary,O,11,11,22,15,12,27,12,9,21,15,13,28,7,12,19,15,10,25,14,8,22,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
Catholic,2,1287,Our Lady of Sion College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,156,0,134,134,0,127,127,0,121,121,0,117,117,0,105,105,0,0,0,760,760
Catholic,2,1289,St Gabriel's School,Primary,O,12,16,28,14,12,26,13,5,18,14,13,27,17,7,24,8,11,19,14,14,28,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
Catholic,2,1291,St Paul's School,Primary,O,30,23,53,25.4,25,50.4,28,26,54,31,20,51,34,23,57,23,26,49,35,35,70,0,0,0,384.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384.4
Catholic,2,1292,St Joseph's School,Primary,O,12.9,8,20.9,17,14,31,10,12,22,12,13,25,12,20,32,9,3,12,13,10,23,0,0,0,165.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.9
Catholic,2,1299,Salesian College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,103,203,102,96,198,101,89,190,96,78,174,89,96,185,57,67,124,0,0,0,1074,1074
Catholic,2,1301,St Patrick's School,Primary,O,9,8,17,11,7,18,7,11,18,13,10,23,8,11,19,10,8,18,8,9,17,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
Catholic,2,1309,St Joseph's School,Primary,O,9,7,16,6,4,10,7,11,18,7,8,15,11,7.6,18.6,4,2,6,16,1,17,0,0,0,100.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.6
Catholic,2,1310,St Patrick's School,Primary,O,24,24,48,19,18,37,27,19,46,27,24,51,12,20,32,23,24,47,13,24,37,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298
Catholic,2,1311,St Roch's School,Primary,O,11,14,25,10,14,24,12,11,23,15,11,26,14,7,21,12,14,26,9,8,17,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
Catholic,2,1312,Holy Eucharist School,Primary,O,10,13,23,13,9,22,10,12,22,12,12,24,4,11,15,5,13,18,13,3,16,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
Catholic,2,1328,St Anne's School,Primary,O,22,16,38,17,14,31,22.6,18,40.6,15,17,32,9,7,16,3,10,13,4,12,16,0,0,0,186.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.6
Catholic,2,1342,Our Lady of Perpetual Help School,Primary,O,28,24,52,23,14,37,19,13,32,15,12,27,16,20,36,8.2,5,13.2,13,21,34,0,0,0,231.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.2
Catholic,2,1343,St Francis Xavier's School,Primary,O,39,30,69,25,23,48,29,32,61,38,35,73,15,23,38,28,25,53,20,20,40,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382
Catholic,2,1347,St Joseph's School,Primary,O,9,11,20,9,7,16,5,10,15,15,6,21,11,13,24,12,7,19,9,11,20,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135
Catholic,2,1354,St Cecilia's School,Primary,O,24,11,35,15,16,31,19,13,32,22,16,38,9,6,15,4,12,16,11,12,23,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190
Catholic,2,1368,St Joseph's School,Primary,O,22,20,42,9,10,19,8,12,20,18,10,28,8,5,13,1,10,11,4,12,16,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
Catholic,2,1373,St Joseph's School,Primary,O,6,3,9,4,4,8,7,1,8,3,9,12,5,8,13,4,9,13,5,14,19,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
Catholic,2,1383,St Peter's School,Primary,O,44,24,68,39,27,66,41,32,73,31,53,84,44,27,71,39,40,79,39,42,81,0,0,0,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522
Catholic,2,1386,Santa Maria College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,148,0,156,156,0,157,157,0,161,161,0,174,174,0,126,126,0,0,0,922,922
Catholic,2,1393,Sacred Heart School,Primary,O,20,25,45,18,24,42,12,25,37,24.2,23,47.2,24,18,42,11,22,33,24,44,68,0,0,0,314.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.2
Catholic,2,1398,St Mark's School,Primary,O,16,16,32,11,16,27,12,8,20,12,14,26,8,13,21,16,14,30,13,14,27,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183
Catholic,2,1406,St John the Baptist School,Primary,O,23,21,44,28,23,51,20,18,38,26,19,45,33,18,51,27,26,53,31,26,57,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339
Catholic,2,1407,St John's School,Primary,O,6,19,25,10,19,29,15,6,21,11.2,11,22.2,11,9,20,23,14,37,23,11,34,0,0,0,188.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.2
Catholic,2,1408,St Mary's School,Primary,O,27,14,41,24,16,40,29,23,52,32,19.4,51.4,23,21,44,24,26,50,30.4,20,50.4,0,0,0,328.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328.8
Catholic,2,1412,St Raphael's School,Primary,O,26,25,51,28,27,55,24,33,57,36,22,58,26,26,52,25,15,40,18,20,38,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351
Catholic,2,1415,St Kevin's College,Pri/Sec,O,22,0,22,22,0,22,23,0,23,25,0,25,50,0,50,107,0,107,112,0,112,0,0,0,361,231,0,231,226,0,226,231,0,231,237,0,237,226,0,226,227.8,0,227.8,0,0,0,1378.8,1739.8
Catholic,2,1416,St John the Baptist's School,Primary,O,9,11,20,14,13,27,10,19,29,12,13,25,11,12,23,9,13,22,13,9,22,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168
Catholic,2,1422,St Vincent de Paul's School,Primary,O,29,27,56,27,33,60,26,36,62,28,31,59,33,27,60,25,30,55,32,28,60,0,0,0,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412
Catholic,2,1425,St Joseph's College Newtown,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,248,242,0,242,241.4,0,241.4,218,0,218,215,0,215,175,0,175,0,0,0,1339.4,1339.4
Catholic,2,1429,St Joseph's School,Primary,O,53,55,108,43,46,89,44,52,96,52,66,118,57,43,100,42,48,90,46,39,85,0,0,0,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686
Catholic,2,1431,St Bede's College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,203,202,0,202,224,0,224,204,0,204,281,0,281,228,0,228,0,0,0,1342,1342
Catholic,2,1438,Holy Name School,Primary,O,25,18,43,23,28,51,19,24,43,21,32,53,22,30,52,20,32,52,20,18,38,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332
Catholic,2,1445,Siena College Ltd,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,142,0,120,120,0,129,129,0,113,113,0,114,114,0,116,116,0,0,0,734,734
