Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,Prep Males,Prep Females,Prep Total,Year 1 Males,Year 1 Females,Year 1 Total,Year 2 Males,Year 2 Females,Year 2 Total,Year 3 Males,Year 3 Females,Year 3 Total,Year 4 Males,Year 4 Females,Year 4 Total,Year 5 Males,Year 5 Females,Year 5 Total,Year 6 Males,Year 6 Females,Year 6 Total,Primary Ungraded Males,Primary Ungraded Females,Primary Ungraded Total,Primary Total,Year 7 Males,Year 7 Females,Year 7 Total,Year 8 Males,Year 8 Females,Year 8 Total,Year 9 Males,Year 9 Females,Year 9 Total,Year 10 Males,Year 10 Females,Year 10 Total,Year 11 Males,Year 11 Females,Year 11 Total,Year 12 Males,Year 12 Females,Year 12 Total,Postprimary Ungraded Males,Postprimary Ungraded Females,Postprimary Ungraded Total,Secondary Total,Grand Total
Catholic,2,1647,St Paul's College,Special,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2,7.6,24.8,24.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,15,15,39.8
Catholic,2,1648,Annunciation School,Primary,O,4,4,8,6,4,10,2,5,7,2,2,4,3,5,8,4,4,8,7,7,14,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
Catholic,2,1649,St Louis de Montfort's School,Primary,O,62,46,108,65,37,102,63,47,110,61,43,104,53,57,110,45,42,87,44,62,106,0,0,0,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727
Catholic,2,1650,St Thomas More's School,Primary,O,37,23,60,24,25,49,29,21,50,24,15,39,16,18,34,21.2,21,42.2,24,18,42,0,0,0,316.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316.2
Catholic,2,1651,Avila College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,195,195,0,182,182,0,188,188,0,186,186,0,165.6,165.6,0,0,0,1116.6,1116.6
Catholic,2,1652,St Philip's School,Primary,O,4,8,12,17,8,25,14,7,21,11,15,26,15,9,24,9,10,19,6,9,15,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142
Catholic,2,1653,Holy Child School,Primary,O,28,24,52,27,23,50,25,22,47,15,22,37,30,23,53,27,24,51,34,21,55,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345
Catholic,2,1654,Emmanuel College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,102,319,243,76,319,220,75,295,238,50,288,188,58,246,154,0,154,0,0,0,1621,1621
Catholic,2,1655,St Peter Julian Eymard,Primary,O,41,42,83,55,55,110,37,36,73,35,43,78,38.6,38.2,76.8,32,30,62,32,35,67,0,0,0,549.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549.8
Catholic,2,1656,St Damian's School,Primary,O,39,34,73,41,34,75,44,26,70,37,31,68,35,36,71,23,30,53,37,35,72,0,0,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482
Catholic,2,1657,St Monica's College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,169,346,154,157,311,157,156,313,153,163,316,128,159,287,130,149,279,0,0,0,1852,1852
Catholic,2,1659,Christ the King School,Primary,O,19,13,32,9,24,33,15,13,28,18,15,33,14,7,21,20,16,36,24,14,38,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221
Catholic,2,1661,Mercy College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,82,0,80,80,0,87,87,0,108,108,0,107,107,0,108,108,0,0,0,572,572
Catholic,2,1663,St Timothy's School,Primary,O,8,12,20,12,16,28,8,14,22,9,16,25,9,17,26,12,15.2,27.2,15,15,30,0,0,0,178.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.2
Catholic,2,1664,St Mary's School,Primary,O,19,12,31,10,9,19,12,8,20,17,12,29,8,13,21,10,16,26,10,6,16,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
Catholic,2,1665,St Macartan's School,Primary,O,46,29,75,36,44,80,41,31,72,37,36,73,58,36,94,39,38,77,31,34,65,0,0,0,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536
Catholic,2,1667,St John's School,Primary,O,20,12,32,16,13,29,18,15,33,24.2,12,36.2,21,22,43,17,16,33,23,11,34,0,0,0,240.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.2
Catholic,2,1669,St Mary's College for Hearing Impaired Students,Special,O,0,0,0,0,1,1,0,1,1,0,0,0,2,4,6,0,0,0,4,3,7,0,0,0,15,9,3,12,4,6,10,2,5,7,3,4,7,4,1,5,0,0,0,0,0,0,41,56
Catholic,2,1670,John Paul College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,79,173,103,88,191,88,83,171,78,63,141,66,72,138,59,45,104,0,0,0,918,918
Catholic,2,1671,St Anne's School,Primary,O,8,13,21,10,10,20,12,7,19,7,8,15,9,5,14,7,13,20,9,4,13,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
Catholic,2,1673,Mazenod College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,218,213,0,213,209,0,209,205,0,205,209,0,209,181,0,181,0,0,0,1235,1235
Catholic,2,1674,St Martin de Porres School,Primary,O,19,20,39,23,20,43,15,17,32,17,24,41,19,27,46,21,21,42,22,16,38,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281
Catholic,2,1678,St Gregory the Great School,Primary,O,31,25,56,34,31,65,34,27,61,32,36,68,34,18,52,33,30,63,42,30,72,0,0,0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437
Catholic,2,1680,St Kevin's School,Primary,O,14,18,32,10,3,13,16,14,30,11,15,26,14,12,26,12,9,21,13,8,21,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169
Catholic,2,1681,St James' School,Primary,O,22,27,49,26,24,50,25,19,44,18,23,41,26,21,47,22,35,57,12,16,28,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316
Catholic,2,1682,Good Shepherd School,Primary,O,26,20,46,32,30,62,42,31,73,28,26,54,36,28,64,23,24,47,35,33,68,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414
Catholic,2,1684,MacKillop Catholic Regional College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,128,244,147,137,284,129,156,285,119,116,235,128,146,274,99,115,214,0,0,0,1536,1536
Catholic,2,1685,St James'  College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,114,120,0,120,114,0,114,106,0,106,0,0,0,0,0,0,0,0,0,454,454
Catholic,2,1689,St Thomas' School,Primary,O,30,42,72,29.4,32,61.4,29,24,53,28,19,47,19,14,33,18,18,36,18,23,41,0,0,0,343.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343.4
Catholic,2,1690,St Leo the Great School,Primary,O,17,20,37,15,8,23,7,14,21,6,10,16,24,9,33,11,6,17,14,14,28,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175
Catholic,2,1692,St Peter's School,Primary,O,41,37,78,38,41,79,40,36,76,31,30,61,38,32,70,37,28,65,28,20,48,0,0,0,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477
Catholic,2,1693,Our Lady Help of Christians School,Primary,O,20,27,47,20,26,46,20,16,36,21,24,45,17,18,35,16,16,32,15,18,33,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274
Catholic,2,1694,Marian College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,39,24,19,43,23,17,40,18,22,40,19,16,35,10,8,18,0,0,0,215,215
Catholic,2,1696,St Martin de Porres School,Primary,O,12,19,31,10,8,18,11,13,24,6,11,17,3,4,7,7,15,22,7,7,14,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133
Catholic,2,1697,St Jude the Apostle School,Primary,O,31,26,57,25,14,39,21,22,43,12,21,33,18,29,47,17,21,38,22,26,48,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305
Catholic,2,1699,St Monica's School,Primary,O,41,53,94,39,51,90,25,36,61,46,26,72,26,40,66,28,29,57,33,27,60,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500
Catholic,2,1709,St Peter's School,Primary,O,13,11,24,9,14,23,11,14,25,16,6,22,15,9,24,9.4,18,27.4,11.4,11,22.4,0,0,0,167.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.8
Catholic,2,1710,St Mark's School,Primary,O,28,31,59,40,28,68,33,34,67,44,26,70,40,19,59,25,39,64,43,28,71,0,0,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458
Catholic,2,1715,Holy Eucharist School,Primary,O,22,32,54,22,14,36,28,25,53,19,19,38,36,30,66,33,22,55,42,35,77,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379
Catholic,2,1719,St Paul's Primary School,Primary,O,14,20,34,23,16,39,20,19,39,28,21,49,20,16,36,25,31,56,26,23,49,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302
Catholic,2,1722,St Peter Apostle School,Primary,O,33,42,75,34,42,76,40,39,79,43,39,82,47,37,84,51,50,101,40,44,84,0,0,0,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581
Catholic,2,1733,St John's School,Primary,O,14,17,31,13,15,28,18,31,49,22,21,43,10,10,20,16,16,32,30,14,44,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247
Catholic,2,1735,School of the Good Shepherd,Primary,O,20,29,49,21,21,42,21,18,39,24,10,34,17,23,40,25,6,31,15,24,39,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274
Catholic,2,1736,St Agatha's School,Primary,O,33,38,71,38,28,66,23,35,58,23,27,50,30,26,56,16,35,51,31,26,57,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409
Catholic,2,1737,Resurrection School,Primary,O,27,21,48,26,30,56,20,28,48,25,24,49,22,36,58,33,27,60,31,17,48,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367
Catholic,2,1739,St Dominic's School,Primary,O,14,11,25,14,22,36,16,18,34,28,25,53,13,21,34,13.4,22,35.4,22,15,37,0,0,0,254.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.4
Catholic,2,1741,St Francis Xavier School,Primary,O,11,14,25,23,15,38,12,16,28,13,18,31,13,14,27,13,7,20,11,12,23,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192
Catholic,2,1744,Galen Catholic College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,194,100,82,182,92,71,163,80,93,173,73,95,168,65,58,123,0,0,0,1003,1003
Catholic,2,1747,Holy Spirit School,Primary,O,35,27,62,33,32,65,36,41,77,25,34,59,35,34,69,38,31,69,31,35,66,0,0,0,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467
Catholic,2,1750,Lumen Christi School,Primary,O,15,10,25,14,16,30,9,9,18,11,14,25,14,9,23,12,10,22,11,6,17,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160
Catholic,2,1751,Holy Saviour Parish School,Primary,O,19,17,36,13,15,28,19,19,38,20,19,39,19,13,32,23,22,45,19,15,34,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252
Catholic,2,1752,St Clare's School,Primary,O,25,22,47,25,24,49,22,24,46,27,26,53,25.4,24.2,49.6,23.4,23.4,46.8,21,20,41,0,0,0,332.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332.4
Catholic,2,1758,St Anne's School,Primary,O,30,41,71,35,35.2,70.2,44,31.6,75.6,41,42,83,42,51.2,93.2,37,42,79,32,33,65,0,0,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537
Catholic,2,1759,Our Lady of the Pines School,Primary,O,24,21,45,27,18,45,27,26,53,30,33,63,30,27,57,32,32,64,26,29,55,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382
Catholic,2,1760,St Jude's School,Primary,O,10,23,33,25,28,53,8,19,27,12,19,31,13,21,34,14,23,37,8,14,22,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237
Catholic,2,1761,St Paul's Kealba Catholic School,Primary,O,22,29,51,17,32,49,24,28,52,24,32,56,12,25,37,22,27,49,16,18,34,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328
Catholic,2,1762,St Elizabeth's School,Primary,O,23,30,53,33,22,55,30,27,57,27,28,55,35,21,56,19,23,42,28,28,56,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374
Catholic,2,1763,St Joseph the Worker School,Primary,O,24,26,50,16,7,23,27,18,45,21,25,46,26,23,49,19,16,35,25,26,51,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299
Catholic,2,1764,Resurrection School,Primary,O,47,29,76,34,31,65,37,42,79,51,32,83,36,39,75,39,44,83,30,33,63,0,0,0,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524
Catholic,2,1765,Catholic Regional College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,71,138,64,56,120,49,50,99,67,61,128,0,0,0,0,0,0,0,0,0,485,485
Catholic,2,1766,St Francis Xavier College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.4,205,439.4,188,176,364,187,151,338,161,177,338,167,154,321,125,161.5,286.5,0,0,0,2086.9,2086.9
Catholic,2,1778,Nazareth School,Primary,O,23,20,43,19,21,40,12,19,31,17,15,32,29,7,36,14,6,20,7,9,16,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218
Catholic,2,1779,St Augustine's Primary School,Primary,O,24,16,40,20,22,42,12,23,35,20,20,40,20,22,42,21.4,12,33.4,22,22,44,0,0,0,276.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.4
Catholic,2,1780,St Anthony's School,Primary,O,18,31,49,28,22,50,26,21,47,22,23,45,15,24,39,19,14,33,19,19,38,0,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301
Catholic,2,1781,St Thomas the Apostle School,Primary,O,35,40,75,30,45,75,43,22,65,31,39,70,27,41,68,37,36,73,36,42,78,0,0,0,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504
Catholic,2,1782,St Luke's School,Primary,O,23,22,45,13,28,41,12,25,37,20,16,36,24,17,41,30,7,37,18,15,33,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270
Catholic,2,1784,St Peter's School,Primary,O,11,14,25,13,14,27,12,12,24,11,14,25,9,15,24,6,13,19,10,12,22,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
Catholic,2,1800,Catholic College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,92,169,72,95,167,90.2,95,185.2,99,114,213,111,92,203,71,78.7,149.7,0,0,0,1086.9,1086.9
Catholic,2,1801,Caroline Chisholm Catholic College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,116,261,146,115,261,137,111,248,139,104,243,127,120,247,123,117,240,0,0,0,1500,1500
Catholic,2,1803,St Thomas More School,Primary,O,31,31,62,27,34,61,25,30,55,29,35,64,41,25,66,26,18,44,31,34,65,0,0,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417
Catholic,2,1804,St Mary's School,Primary,O,20,25,45,15,25,40,22,27,49,23,28,51,24,30,54,19,28,47,15,24,39,0,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325
Catholic,2,1805,St Anne's School,Primary,O,20,18,38,21,15,36,25,17,42,26,19,45,23,19,42,20,19,39,23,21,44,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286
Catholic,2,1806,St Gabriel's School,Primary,O,30,35,65,36,45,81,32,36,68,43,36,79,39,30,69,38,17,55,20,31,51,0,0,0,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468
Catholic,2,1807,Our Lady's School,Primary,O,48,48,96,28,42,70,38,36,74,30.4,24,54.4,49,38,87,41,26,67,38,36,74,0,0,0,522.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522.4
Catholic,2,1808,St Augustine's School,Primary,O,27,22,49,13,13,26,19,10,29,14,14,28,6,2,8,10,11,21,10,13,23,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184
Catholic,2,1809,St Francis of Assisi School,Primary,O,82,57,139,82,81,163,81,63,144,70,61,131,69,47,116,64,55,119,52,69,121,0,0,0,933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,933
Catholic,2,1810,Loyola College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,110,229,115,109,224,123,98,221,105,98,203,78,84,162,74,84,158,0,0,0,1197,1197
Catholic,2,1811,Catholic Regional College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,86,159,58,101,159,70,87,157,59,98,157,61,74,135,45,61,106,0,0,0,873,873
Catholic,2,1820,St Paul Apostle South School,Primary,O,23,10,33,24,17,41,21,22,43,20,21,41,22,23,45,25,14,39,13,16,29,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271
Catholic,2,1821,St Andrew's School,Primary,O,38,39,77,34,37,71,36,39,75,42,37,79,35,32,67,36,25,61,41,32,73,0,0,0,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503
Catholic,2,1822,St Thomas More's School,Primary,O,16,34,50,22,30,52,28,26,54,15.2,22,37.2,25,25,50,20,34,54,32,24,56,0,0,0,353.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353.2
Catholic,2,1823,St Francis' School,Primary,O,13,10,23,13,7,20,8,12,20,10,9,19,6,14,20,7,7,14,13,13,26,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142
Catholic,2,1829,St James the Apostle School,Primary,O,40,44,84,49,34,83,45,49.4,94.4,55,55,110,51,46,97,44,52,96,50,52,102,0,0,0,666.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666.4
Catholic,2,1830,St Simon's School,Primary,O,33,48,81,46,51,97,60,52,112,41,45,86,47,57,104,32,48,80,39,47,86,0,0,0,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646
Catholic,2,1831,Queen of Peace Primary School,Primary,O,40,34,74,37.2,40,77.2,34,38,72,36,27,63,41,39,80,37,43,80,34,47,81,0,0,0,527.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527.2
Catholic,2,1832,Don Bosco School,Primary,O,38,32,70,36,35,71,27,23,50,33,26,59,26,24,50,27,22,49,27,26,53,0,0,0,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402
Catholic,2,1833,Our Lady Star of the Sea School,Primary,O,22,28,50,27,23,50,24,22,46,25,23,48,24,22,46,28,23,51,21,27,48,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339
Catholic,2,1834,Catholic Regional College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,160,356,200.6,143,343.6,0,0,0,699.6,699.6
Catholic,2,1835,Catholic Regional College North Keilor,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,77,156,89,74,163,86,66,152,64,69,133,0,0,0,0,0,0,0,0,0,604,604
Catholic,2,1857,St Bernadette's Catholic Primary School,Primary,O,23,20,43,22,21,43,17,18,35,21,18,39,18,22,40,21,14,35,24,25,49,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284
Catholic,2,1858,St Catherine's School,Primary,O,26,20,46,10,17,27,11,12,23,12,15,27,10,10,20,7,5,12,3,10,13,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168
Catholic,2,1859,St Anthony's School,Primary,O,19,27,46,30,21,51,19,18,37,13,19,32,21,26,47,22,29,51,16,18,34,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298
Catholic,2,1860,St Mary's School,Primary,O,24,18,42,32,18,50,30,15,45,24,17,41,27,13,40,19.4,13,32.4,17,25,42,0,0,0,292.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.4
Catholic,2,1861,St Charles Borromeo School,Primary,O,19.2,20,39.2,14,20,34,24,22,46,12,17,29,17,12,29,9,10,19,16,7,23,0,0,0,219.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.2
Catholic,2,1877,St Mary MacKillop Primary School,Primary,O,40,49,89,54,49,103,50,33,83,50,64,114,37,51,88,50.4,56,106.4,45,35,80,0,0,0,663.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663.4
Catholic,2,1878,St Catherine's School,Primary,O,35,31,66,34,32,66,38.4,45,83.4,32,30,62,25,25,50,24,31,55,34,28,62,0,0,0,444.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444.4
Catholic,2,1879,St Paul's School,Primary,O,11,6,17,14,9,23,4,9,13,11,12,23,11,8,19,10,8,18,3,14,17,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
Catholic,2,1881,Our Lady of Fatima School,Primary,O,19,20,39,15,17,32,26,19,45,20,25,45,21,19,40,24,21,45,22,19,41,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287
Catholic,2,1882,St Justin's School,Primary,O,30,19,49,23,24,47,28,24,52,23,27,50,27,26,53,31,21,52,34,25,59,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362
Catholic,2,1891,St Richard's Primary School,Primary,O,17,18,35,18,17,35,12,16,28,13,10,23,9,10,19,6,16,22,8,9,17,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179
Catholic,2,1893,Holy Trinity School,Primary,O,19,17,36,17,20,37,19,20,39,13,16,29,17,26,43,19,20,39,16,17,33,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
Catholic,2,1897,St Paul Apostle North School,Primary,O,14,17,31,21,15,36,16,18,34,28,19,47,20,12,32,25,18,43,21,20,41,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264
Catholic,2,1898,Corpus Christi School,Primary,O,35,40,75,23,22,45,33,31,64,24,22,46,38,17,55,22,22,44,25,26,51,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380
Catholic,2,1899,Nazareth College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,61,138,89,62,151,81,76,157,67,74,141,71,70,141,76,59.5,135.5,0,0,0,863.5,863.5
Catholic,2,1901,St Therese School,Primary,O,39,30,69,39,28,67,37,26,63,22,37,59,27,31,58,30,31,61,21,29,50,0,0,0,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427
Catholic,2,1903,Mary MacKillop Catholic Regional College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,51,108,44,64,108,51,46,97,33,36,69,38,39,77,35,35,70,0,0,0,529,529
Catholic,2,1909,St Joachim's School,Primary,O,24,28,52,29,22,51,31,23,54,18.2,18,36.2,18.2,21,39.2,19,20,39,29,27,56,0,0,0,327.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327.4
Catholic,2,1910,Holy Trinity Primary School,Primary,O,30,28,58,28,28,56,22,35,57,36,21,57,38,20,58,28,31,59,31,27,58,0,0,0,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403
Catholic,2,1911,St Carlo Borromeo School,Primary,O,36,44,80,43,31,74,44,36,80,32,42,74,40,43,83,41,37,78,30,45,75,0,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544
