Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,Prep Males,Prep Females,Prep Total,Year 1 Males,Year 1 Females,Year 1 Total,Year 2 Males,Year 2 Females,Year 2 Total,Year 3 Males,Year 3 Females,Year 3 Total,Year 4 Males,Year 4 Females,Year 4 Total,Year 5 Males,Year 5 Females,Year 5 Total,Year 6 Males,Year 6 Females,Year 6 Total,Primary Ungraded Males,Primary Ungraded Females,Primary Ungraded Total,Primary Total,Year 7 Males,Year 7 Females,Year 7 Total,Year 8 Males,Year 8 Females,Year 8 Total,Year 9 Males,Year 9 Females,Year 9 Total,Year 10 Males,Year 10 Females,Year 10 Total,Year 11 Males,Year 11 Females,Year 11 Total,Year 12 Males,Year 12 Females,Year 12 Total,Postprimary Ungraded Males,Postprimary Ungraded Females,Postprimary Ungraded Total,Secondary Total,Grand Total
Catholic,2,20,Parade College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,0,343,345,0,345,305,0,305,323,0,323,292,0,292,274,0,274,0,0,0,1882,1882
Catholic,2,25,Simonds Catholic College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,94,74,0,74,95,0,95,83,0,83,72,0,72,73,0,73,0,0,0,491,491
Catholic,2,26,Christian Brothers' College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,58,95,0,95,91,0,91,77,0,77,86,0,86,90,0,90,0,0,0,497,497
Catholic,2,28,St Patrick's College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,251,256,0,256,201,0,201,218,0,218,236,0,236,177,0,177,0,0,0,1339,1339
Catholic,2,29,St Patrick's School,Primary,O,26,17,43,27,19,46,23,15,38,11,12,23,13,20,33,11,14,25,11,16,27,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235
Catholic,2,30,St Alipius' Parish School,Primary,O,28,10,38,13,19,32,29,13,42,17,12,29,25,21,46,24,19,43,25,12,37,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267
Catholic,2,33,Emmanuel College Inc,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,114,224,120.1,101,221.1,96,119.6,215.6,104,90,194,102,108,210,73,86,159,0,0,0,1223.7,1223.7
Catholic,2,35,Loreto College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,156,0,135,135,0,134,134,0,135,135,0,134,134,0,133,133,0,0,0,827,827
Catholic,2,60,St Mary's School,Primary,O,22,19,41,22,23,45,18,15,33,12,12,24,12,20,32,11,12,23,15,14,29,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227
Catholic,2,77,Sacred Heart School,Primary,O,23,14,37,13,19,32,9,13,22,22,21,43,15,21,36,24,18,42,10,25,35,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247
Catholic,2,78,St Mary's School,Primary,O,27,27,54,28,41,69,30,24,54,19,26,45,22,19,41,24,24,48,17,29,46,0,0,0,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357
Catholic,2,98,St Michael's School,Primary,O,17,13,30,9,17,26,12,14,26,11,4,15,9,11,20,8,3,11,7,9,16,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144
Catholic,2,104,St Patrick's School,Primary,O,22,24,46,29,30,59,24.6,16,40.6,24,27,51,25,29,54,12,22,34,24,16,40,0,0,0,324.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324.6
Catholic,2,106,Presentation College Windsor,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,101,0,96,96,0,92,92,0,106,106,0,112,112,0,116,116,0,0,0,623,623
Catholic,2,107,St Mary's School,Primary,O,25,23,48,26,24,50,15,23,38,11,17,28,16,18,34,12,10,22,13,8,21,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241
Catholic,2,111,Assumption College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,91,180,94,95,189,83,99,182,104,91,195,109,84,193,94,91,185,0,0,0,1124,1124
Catholic,2,113,St Brendan's School,Primary,O,19,16,35,18,14,32,2.4,8,10.4,10,12,22,11,20,31,10,8,18,8,11,19,0,0,0,167.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.4
Catholic,2,130,Catholic College Bendigo,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.8,172,371.8,178,170,348,195,180,375,162,168,330,111.4,147,258.4,96,127,223,0,0,0,1906.2,1906.2
Catholic,2,132,St Augustine's School,Primary,O,24,23,47,18,20,38,15,24,39,18,10,28,6,18,24,15,16,31,21,11,32,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239
Catholic,2,139,St Mary's School,Primary,O,27,23,50,25,26,51,27,25,52,29,20,49,23,27,50,21.4,27,48.4,29,23,52,0,0,0,352.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.4
Catholic,2,140,St Aloysius' School,Primary,O,13,25,38,13,12,25,16,18,34,10,12,22,9,22,31,20,14,34,13,10,23,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207
Catholic,2,148,St Joseph's School,Primary,O,38,33,71,31,32,63,29,22,51,24,17,41,27,30,57,6,9,15,7,12,19,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317
Catholic,2,149,Sacre Coeur,Pri/Sec,O,0,20,20,0,21,21,0,23,23,0,23,23,0,25,25,0,50,50,0,51,51,0,0,0,213,0,100,100,0,94,94,0,85,85,0,80,80,0,77,77,0,82,82,0,0,0,518,731
Catholic,2,151,St Joseph's School,Primary,O,7,13,20,15,10,25,10,16,26,5,12,17,5,12,17,6,15,21,9,8,17,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143
Catholic,2,152,Sacred Heart School,Primary,O,13,9,22,12,10,22,6,10,16,13,10,23,12,7,19,7,15,22,12,10,22,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
Catholic,2,153,Sacred Heart School,Primary,O,12,6,18,7,5,12,13,11,24,9,7,16,5,5,10,2,4,6,9.6,9,18.6,0,0,0,104.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.6
Catholic,2,154,St Michael's School,Primary,O,31,21,52,29,24,53,24,19,43,35,24,59,24,26,50,22,18,40,24,24,48,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345
Catholic,2,156,St Brendan's School,Primary,O,22,33,55,33,28,61,26,24,50,43,26,69,34,30,64,34,31,65,42,33,75,0,0,0,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439
Catholic,2,161,St Mary's College,Pri/Sec,O,14,19,33,24,11,35,16,10,26,10,23,33,14,19,33,24,11,35,10,15,25,0,0,0,220,19,29,48,20,31,51,24,17,41,16,13,29,0,0,0,0,0,0,0,0,0,169,389
Catholic,2,181,St Mary's School,Primary,O,7,3,10,3,3,6,7,4,11,3,2,5,3,5,8,9,1,10,3,5.6,8.6,0,0,0,58.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.6
Catholic,2,183,St Mary's Primary School,Primary,O,13,18,31,4,9,13,13,9,22,11,11,22,12,14,26,8,14,22,7,20,27,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
Catholic,2,184,St Patrick's Primary School,Primary,O,44,33,77,33,47,80,43,43,86,38,38,76,41,39,80,43,39,82,39,40,79,0,0,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560
Catholic,2,185,St Brigid's School,Primary,O,15,14,29,11,7,18,11,9,20,7,5,12,7,9,16,7,2,9,6,12,18,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
Catholic,2,187,St Patrick's School,Primary,O,4,2,6,6,8,14,6,4,10,8,4,12,5,5,10,3,3,6,2,3,5,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
Catholic,2,189,St Michael's School,Primary,O,0,4,4,1,0,1,3,2,5,1,2,3,1,0,1,0,1,1,2,4,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Catholic,2,191,St Mary's School,Primary,O,10,17,27,15,14,29,11,9,20,12,12,24,12,11,23,12,10,22,12,9,21,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166
Catholic,2,192,St Augustine's School,Primary,O,6,10,16,5,3,8,6,10,16,7,2,9,3,7,10,8,8,16,4,5,9,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
Catholic,2,204,St Monica's School,Primary,O,36.2,33,69.2,25,19,44,16,18,34,25,22,47,20,19,39,31,19,50,18,24,42,0,0,0,325.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325.2
Catholic,2,205,St Joseph's School,Primary,O,28,26,54,27,19,46,21,15,36,18,28,46,14,15,29,20,20,40,31,24,55,0,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306
Catholic,2,212,St Brendan's Primary School,Primary,O,2,4,6,2,3,5,6,0,6,0,3,3,3,0,3,4,2,6,1,0,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Catholic,2,219,Sacred Heart College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,234,0,234,234,0,227,227,0,223,223,0,230,230,0,208,208,0,0,0,1356,1356
Catholic,2,227,St Patrick's School,Primary,O,1,2,3,4,5,9,1,0,1,1,5,6,5,2,7,3,1,4,4,2,6,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
Catholic,2,236,St Joseph's College Mildura,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,93,192,89,68,157,65,81,146,76,83,159,42,84,126,45.6,51,96.6,0,0,0,876.6,876.6
Catholic,2,250,Star of the Sea College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,193,0,187,187,0,191,191,0,184,184,0,166,166,0,166,166,0,0,0,1087,1087
Catholic,2,251,St James' School,Primary,O,14,25,39,16,21,37,10,18,28,10,18,28,15,13,28,4,20,24,10,18,28,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212
Catholic,2,252,St Peter's School,Primary,O,54,42,96,51,48.4,99.4,51,42,93,42,51,93,60,42,102,39.8,42,81.8,45,44,89,0,0,0,654.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654.2
Catholic,2,262,St Liborius' School,Primary,O,16,18,34,16,21,37,12,15,27,14,21,35,12,13,25,17,16,33,20,15,35,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226
Catholic,2,265,Damascus College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,117,199,92,101,193,82,89,171,84,107,191,51,75,126,50,103,153,0,0,0,1033,1033
Catholic,2,285,St Mary's School,Primary,O,5,5,10,7,14.4,21.4,7,7,14,19,8,27,14,6,20,11,11,22,8,8,16,0,0,0,130.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.4
Catholic,2,286,Sacred Heart College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,65,144,78,63,141,58,82,140,64,75,139,54,51,105,52,64,116,0,0,0,785,785
Catholic,2,289,St Ambrose's School,Primary,O,13,14,27,19,19,38,19,15,34,18,17,35,15,10,25,16,16,32,17,12,29,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220
Catholic,2,299,St Joseph's School,Primary,O,4,1,5,3,4,7,5,3,8,4,3,7,0,2,2,2,7,9,3,3,6,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
Catholic,2,324,Sacred Heart School,Primary,O,23,11,34,10,8,18,11,17,28,12,5,17,10,5,15,13,13,26,5,10,15,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
Catholic,2,336,St Paul's School,Primary,O,14,24,38,17,29,46,21,28,49,14,15,29,14,13,27,22,28,50,9,19,28,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267
Catholic,2,338,St Andrew's School,Primary,O,33,18,51,44,24,68,23,20,43,29,29,58,29,19,48,34,21,55,27,21,48,0,0,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371
Catholic,2,353,St Brigid's School,Primary,O,12,17,29,20,14,34,15,7,22,21,19,40,17,15,32,14,17,31,16,16,32,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220
Catholic,2,355,Our Lady of Mount Carmel School,Primary,O,23,22,45,17,25,42,13,13,26,28,16,44,20,20,40,26,18,44,22,18,40,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281
Catholic,2,367,St Joseph's School,Primary,O,1,4,5,3,4,7,5,3,8,4,3,7,6,5,11,1,0,1,4,5,9,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
Catholic,2,368,St Mary's School,Primary,O,7,8,15,4,5,9,8,7,15,1,8,9,6,8,14,6,6,12,7,9,16,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
Catholic,2,379,St Mary's School,Primary,O,2,6,8,2,3,5,2,5,7,3,2,5,4,2,6,2,1,3,2,3,5,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
Catholic,2,384,FCJ College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,28,60,37,34,71,37,35,72,40,45,85,30,39,69,27,27,54,0,0,0,411,411
Catholic,2,386,St Patrick's School,Primary,O,50,50,100,39.4,35,74.4,44,29,73,45,34.4,79.4,36,45,81,27,29,56,35,31,66,0,0,0,529.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.8
Catholic,2,401,Sacred Heart Primary School,Primary,O,26,31,57,37,28,65,28,24,52,29,22,51,33,27,60,28,31,59,31,21,52,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396
Catholic,2,404,Xavier College,Pri/Sec,O,22,15,37,23,16,39,27,16,43,25,19,44,28,13,41,165,0,165,186,0,186,0,0,0,555,219,0,219,230,0,230,236,0,236,251,0,251,250,0,250,241,0,241,0,0,0,1427,1982
Catholic,2,409,St Joseph's School,Primary,O,5,0,5,2,3,5,2,3,5,2,4,6,1,7,8,0,3,3,1,0,1,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
Catholic,2,411,Marian College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,50.4,98.4,55.8,44,99.8,53,63,116,50,46.6,96.6,37,43,80,29,34.3,63.3,0,0,0,554.1,554.1
Catholic,2,413,Sacred Heart School,Primary,O,1,4,5,1,1,2,2,2,4,4,5,9,3,1,4,3,2,5,2,2,4,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
Catholic,2,414,St Bernard's School,Primary,O,18,14,32,14,16,30,14,16,30,13,16,29,13,20,33,16,10,26,16,22,38,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218
Catholic,2,445,St Patrick's School,Primary,O,15,11,26,8,9,17,10,5,15,20,7,27,7,9,16,1,14,15,5,7,12,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
Catholic,2,467,Academy of Mary Immaculate,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,110,0,116,116,0,112,112,0,110,110,0,88,88,0,108,108,0,0,0,644,644
Catholic,2,468,Sacred Heart School,Primary,O,5,16,21,6,7,13,10,7,17,13,10,23,9,9,18,14,12,26,7,5,12,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
Catholic,2,474,Mount Lilydale Mercy College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,135,258,115,140,255,120,137,257,141,111,252,110,130,240,88,122,210,0,0,0,1472,1472
Catholic,2,477,St Monica's School,Primary,O,7,7,14,8,14,22,8,3,11,6,14,20,8,12,20,10,7,17,9,10,19,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
Catholic,2,478,St Augustine's School,Primary,O,17,16,33,22,17,39,10,15,25,19,15,34,13,12,25,9,16,25,20,10,30,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211
Catholic,2,486,St Michael & St John's School,Primary,O,25,14,39,20,21,41,15,14,29,23,11,34,17,25,42,20,16,36,27,17,44,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265
Catholic,2,495,Trinity College Colac Inc,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,45,129,64,70,134,59,75,134,69,57,126,46,74,120,53,64,117,0,0,0,760,760
Catholic,2,496,St Mary's School,Primary,O,25,23,48,23,16,39,12,16,28,13,23,36,20,16,36,8,17,25,13,22,35,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247
Catholic,2,500,Kilbreda College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,165,0,178,178,0,173,173,0,155,155,0,142,142,0,143,143,0,0,0,956,956
Catholic,2,501,Padua College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,177,348,175,168,343,170,177,347,175,153,328,161,161,322,151,137,288,0,0,0,1976,1976
Catholic,2,515,Notre Dame College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,153,319,146,145,291,146,146,292,123,131,254,140,125,265,99,110,209,0,0,0,1630,1630
Catholic,2,518,Sacred Heart College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,26,51,20,33,53,23,32,55,24.8,26,50.8,25,12,37,14,17,31,0,0,0,277.8,277.8
Catholic,2,524,St John's School,Primary,O,14,10,24,12,23,35,11,3,14,15,15,30,7,16,23,10,15,25,7,10,17,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168
Catholic,2,525,St Joseph's School,Primary,O,24,19,43,14,18,32,16,19,35,18,23,41,19,9,28,17,20,37,25,19,44,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260
Catholic,2,539,St Joseph's School,Primary,O,46,31,77,34,46,80,33,36,69,27,41,68,46,42,88,35,41,76,37,43,80,0,0,0,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538
Catholic,2,548,Saint Ignatius College Geelong,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,88,199,98,101,199,89,85,174,91,77,168,85,39,124,45,39,84,0,0,0,948,948
Catholic,2,549,St Mary's School,Primary,O,15,11,26,20,8.4,28.4,10,14,24,14,19,33,12,11,23,16,15,31,3,15,18,0,0,0,183.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.4
Catholic,2,550,St Patrick's School,Primary,O,34,32,66,22,28,50,29,34,63,22,29,51,22,29,51,34,24,58,17,15,32,0,0,0,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371
Catholic,2,566,St Monica's Primary School,Primary,O,43,37,80,43,35,78,35,45,80,36,36,72,47,47,94,35,35,70,27.4,38,65.4,0,0,0,539.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539.4
Catholic,2,567,St Patrick's School,Primary,O,20,14,34,10,7,17,16,15,31,15,7,22,7,10,17,6,15,21,6,17,23,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
Catholic,2,576,Catholic Ladies' College Ltd,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,140,0,152,152,0,156,156,0,149,149,0,119,119,0,119,119,0,0,0,835,835
Catholic,2,579,St Joseph's School,Primary,O,6,12,18,16,8,24,8,13,21,7,6,13,12,14,26,7.8,9,16.8,13,18,31,0,0,0,149.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.8
Catholic,2,581,St Mary's School,Primary,O,8,8,16,7,5,12,5,3,8,4,7,11,5,1,6,7,5,12,5,4,9,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
Catholic,2,584,St Mary's School,Primary,O,29,36,65,32,34,66,31,19,50,26,28,54,16,26,42,26,31,57,17,29,46,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380
Catholic,2,590,Sacred Heart School,Primary,O,22,24,46,22.4,24,46.4,32,21,53,27,30,57,16,31,47,8,10,18,9,20,29,0,0,0,296.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.4
Catholic,2,594,St Mary's School,Primary,O,13,16,29,10,22,32,12,14,26,12,7,19,9,12,21,10,13,23,17,12,29,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179
Catholic,2,595,St Joseph's College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,92,163,87,72,159,59,64,123,49,60,109,63,59,122,30,49,79,0,0,0,755,755
Catholic,2,599,St Patrick's School,Primary,O,10,10,20,6,12,18,6,12,18,11,13,24,10,7,17,8,6,14,8,11,19,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
Catholic,2,603,St Joseph's School,Primary,O,10,8,18,6,8,14,11,6,17,5,11,16,9,8,17,8,6,14,5,9,14,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
Catholic,2,605,St Aloysius College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,108,0,76,76,0,78,78,0,83,83,0,95,95,0,83,83,0,0,0,523,523
Catholic,2,607,All Saints Parish School,Primary,O,23,17,40,22,22,44,18,18,36,25,17,42,25,20,45,15,18,33,21,13,34,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274
Catholic,2,625,Catholic College Sale,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,97,208,95,75,170,81,77,158,92,84,176,69,71,140,65,62,127,0,0,0,979,979
Catholic,2,646,St Augustine's College,Pri/Sec,O,31.4,26,57.4,33,19,52,19,24,43,26.4,19,45.4,21,26,47,21,25,46,20,18.4,38.4,0,0,0,329.2,27,22,49,33,19,52,27,33,60,15,30,45,24,17,41,17,14,31,0,0,0,278,607.2
Catholic,2,653,Our Holy Redeemer School,Primary,O,21,19,40,13,20,33,20,25,45,19,14,33,22,18,40,11,17,28,7,12,19,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238
Catholic,2,654,Our Lady of Victories School,Primary,O,3,6,9,3,4,7,7,2,9,2,3,5,6,1,7,0,0,0,1,1,2,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
Catholic,2,661,Our Lady of the Sacred Heart Primary,Primary,O,4,0,4,3,5,8,3,2,5,2,1,3,3,4,7,3,5,8,2,6,8,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
Catholic,2,672,St Joseph's School,Primary,O,8,15,23,2,10,12,6,5,11,7,8,15,0,4,4,5,3,8,5,7,12,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
Catholic,2,684,St Joseph's School,Primary,O,4,1,5,5,2,7,0,1,1,1,1,2,2,0,2,1,1,2,2,3,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
Catholic,2,690,Mercy Regional College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,51,90,58,41,99,36,53,89,26,49,75,40,33,73,31,37,68,0,0,0,494,494
Catholic,2,691,St Patrick's School,Primary,O,29,26,55,28,25,53,13,30,43,14,23.2,37.2,30,10,40,14,19,33,19,21,40,0,0,0,301.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.2
Catholic,2,707,St Columba's College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,173,0,167,167,0,161,161,0,165,165,0,158,158,0,157,157,0,0,0,981,981
Catholic,2,715,St Michael's School,Primary,O,10,11,21,2,9,11,10,3,13,4,9,13,12,3,15,5,8,13,4,7,11,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
