Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,Prep Males Total,Prep Females Total,Prep Total,Year 1 Males Total,Year 1 Females Total,Year 1 Total,Year 2 Males Total,Year 2 Females Total,Year 2 Total,Year 3 Males Total,Year 3 Females Total,Year 3 Total,Year 4 Males Total,Year 4 Females Total,Year 4 Total,Year 5 Males Total,Year 5 Females Total,Year 5 Total,Year 6 Males Total,Year 6 Females Total,Year 6 Total,Primary Ungraded Males Total,Primary Ungraded Females Total,Primary Ungraded Total,Primary Total,Year 7 Males Total,Year 7 Females Total,Year 7 Total,Year 8 Males Total,Year 8 Females Total,Year 8 Total,Year 9 Males Total,Year 9 Females Total,Year 9 Total,Year 10 Males Total,Year 10 Females Total,Year 10 Total,Year 11 Males Total,Year 11 Females Total,Year 11 Total,Year 12 Males,Year 12 Females,Year 12 Total,Secondary Ungraded Males Total,Secondary Ungraded Females Total,Secondary Ungraded Total,Secondary Total,Grand Total
Catholic,2,20,Parade College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,0,284,288,0,288,269,0,269,251,0,251,216,0,216,196,0,196,0,0,0,1504,1504
Catholic,2,22,St Joseph's College Melbourne,Secondary,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,62,76,0,76,96,0,96,95,0,95,134,0,134,145,0,145,0,0,0,608,608
Catholic,2,25,Simonds Catholic College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,94,103,0,103,104,0,104,84,0,84,0,0,0,0,0,0,0,0,0,385,385
Catholic,2,26,Christian Brothers' College St Kilda,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,102,100,0,100,111,0,111,103,0,103,96,0,96,101,0,101,0,0,0,613,613
Catholic,2,28,St Patrick's College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,225,196,0,196,201,0,201,202,0,202,165,0,165,158,0,158,0,0,0,1147,1147
Catholic,2,29,St Patrick's School,Primary,O,12,19,31,14,18,32,14,14,28,14,18,32,17,15,32,12,12,24,14,20,34,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213
Catholic,2,30,St Alipius' Parish School,Primary,O,24,13,37,27,15,42,24,18,42,20,17,37,21,14,35,15,20,35,21,19,40,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268
Catholic,2,31,St Augustine's Education & Training Centre,Special,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,3.2,27.6,27.6,27.6
Catholic,2,33,Emmanuel College Inc,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,105,216,95,87,182,66,88,154,97,79,176,77.4,87,164.4,56.3,68,124.3,0,0,0,1016.7,1016.7
Catholic,2,35,Loreto College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,135,0,138,138,0,134,134,0,133,133,0,134,134,0,136,136,0,0,0,810,810
Catholic,2,60,St Mary's School,Primary,O,12,15,27,7,14,21,14,14,28,13,11,24,12,13,25,14,9,23,7,13,20,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168
Catholic,2,77,Sacred Heart School,Primary,O,13,22,35,26,19,45,17,28,45,16,17,33,23,27,50,22,22,44,26,20,46,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298
Catholic,2,78,St Mary's School,Primary,O,19,25,44,29,20,49,21,28,49,23,26,49,28,25,53,25,33,58,25,26,51,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353
Catholic,2,98,St Michael's School,Primary,O,12,13,25,11,4,15,10,12,22,9,8,17,12,10,22,12,15,27,19,11,30,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158
Catholic,2,104,St Patrick's School,Primary,O,18,27,45,13,18,31,21,12,33,12,16,28,17,22,39,6,12,18,17,15,32,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226
Catholic,2,106,Presentation College Windsor,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,125,0,120,120,0,109,109,0,108,108,0,111,111,0,93,93,0,0,0,666,666
Catholic,2,107,St Mary's School,Primary,O,13,25,38,13,14,27,14,11,25,14,13,27,9.4,16,25.4,8,17,25,12,14,26,0,0,0,193.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.4
Catholic,2,111,Assumption College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,65,159,81,77,158,88,76,164,80,99,179,116,86,202,89,76,165,0,0,0,1027,1027
Catholic,2,113,St Brendan's School,Primary,O,17,15,32,6,8,14,10,15,25,12,14,26,7,13,20,12,12,24,11,18,29,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
Catholic,2,130,Catholic College Bendigo,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.2,171,307.2,149,167.2,316.2,166,146,312,137,179,316,105.8,107,212.8,108.4,114,222.4,0,0,0,1686.6,1686.6
Catholic,2,132,St Augustine's School,Primary,O,7,20,27,12,22,34,20,13,33,11,13,24,17,13,30,16,14,30,19,16,35,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213
Catholic,2,139,St Mary's School,Primary,O,17,28,45,24,23,47,30,21,51,29,22,51,27,23,50,24,21,45,21,26,47,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336
Catholic,2,140,St Aloysius' School,Primary,O,7,15,22,15,6,21,13,11,24,16,15,31,15,11,26,13,13,26,10,10,20,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
Catholic,2,148,St Joseph's School,Primary,O,28,30,58,21,20,41,23,21,44,19,17,36,36,12,48,4,12,16,2,15,17,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260
Catholic,2,149,Sacre Coeur,Pri/Sec,O,0,11,11,0,12,12,0,6,6,0,19,19,0,23,23,0,34,34,0,31,31,0,0,0,136,0,88,88,0,90,90,0,81,81,0,84,84,0,82,82,0,91,91,0,0,0,516,652
Catholic,2,151,St Joseph's School,Primary,O,3,13,16,7,19,26,11,9,20,12,10,22,13,10,23,9,13,22,10,11,21,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
Catholic,2,152,Sacred Heart School,Primary,O,13,15,28,10,17,27,13,12,25,17,10,27,11,16,27,10,14,24,16,15.2,31.2,0,0,0,189.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.2
Catholic,2,153,Sacred Heart School,Primary,O,8,8,16,4,1,5,7,8,15,8,6,14,13,10,23,7,11,18,8,8,16,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
Catholic,2,154,St Michael's School,Primary,O,22,21,43,27,22,49,21,16,37,27,28,55,28,22,50,29,34,63,40,32,72,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369
Catholic,2,156,St Brendan's School,Primary,O,31,32,63,31,32,63,45,35,80,42,30,72,43,43,86,36,36,72,34,35,69,0,0,0,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505
Catholic,2,161,St Mary's College,Pri/Sec,O,9,16,25,19,8,27,13,13,26,12,18,30,12,20,32,15,17,32,11,14,25,0,0,0,197,20,27,47,23,30,53,23,32,55,24,10,34,0,0,0,0,0,0,0,0,0,189,386
Catholic,2,181,St Mary's School,Primary,O,5,2,7,7,0,7,7,6,13,6,4,10,4,0,4,4,3,7,5,7,12,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
Catholic,2,183,St Mary's Primary School,Primary,O,13,12,25,8,13,21,9,13,22,17,10,27,9,14,23,15,11,26,13,13,26,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170
Catholic,2,184,St Patrick's Primary School,Primary,O,41,37,78,38,33,71,37,28,65,41,37,78,38,48,86,29,39,68,34,35,69,0,0,0,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515
Catholic,2,185,St Brigid's School,Primary,O,8,8,16,5,5,10,7,11,18,8,8,16,9,5,14,4,7,11,7,5,12,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
Catholic,2,187,St Patrick's School,Primary,O,6,6,12,3,4,7,4,3,7,2,7.4,9.4,4,7,11,6,1,7,5,5,10,0,0,0,63.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.4
Catholic,2,189,St Michael's School,Primary,O,1,1,2,0,1,1,2,3,5,2,1,3,2,1,3,1,2,3,3,1,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Catholic,2,191,St Mary's School,Primary,O,11,11,22,14,10,24,16,10,26,13,15,28,9,18,27,7,16,23,11,6,17,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167
Catholic,2,192,St Augustine's School,Primary,O,7,10,17,6,7,13,2,5,7,12,14,26,7,7,14,8,2,10,13,5,18,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
Catholic,2,204,St Monica's School,Primary,O,16,16,32,26,14,40,16.3,24,40.3,26,25,51,13,11,24,24,30,54,26,25,51,0,0,0,292.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292.3
Catholic,2,205,St Joseph's School,Primary,O,10,17,27,20,18,38,24,24,48,21,15,36,25,21,46,13,14,27,32,23,55,0,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277
Catholic,2,212,St Brendan's Primary School,Primary,O,3,0,3,6,1,7,2,0,2,0,3,3,2,1,3,3,7,10,4,3,7,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
Catholic,2,219,Sacred Heart College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,225,0,225,225,0,222,222,0,222,222,0,228,228,0,221,221,0,0,0,1343,1343
Catholic,2,227,St Patrick's School,Primary,O,4,3,7,5,1,6,3,4,7,3,3,6,4,2,6,8,3,11,4,7,11,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
Catholic,2,236,St Joseph's College Mildura,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,76,135,70.2,65,135.2,73,80,153,66.2,76,142.2,55,83,138,37,55,92,0,0,0,795.4,795.4
Catholic,2,250,Star of the Sea College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,182,0,189,189,0,186,186,0,180,180,0,171,171,0,169,169,0,0,0,1077,1077
Catholic,2,251,St James' School,Primary,O,15,13,28,10,16,26,17,12,29,13,16,29,4,26,30,0,21,21,6,17,23,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186
Catholic,2,252,St Peter's School,Primary,O,56,37,93,44,42,86,42,42,84,47,44,91,48.2,50,98.2,51,31,82,36,37,73,0,0,0,607.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607.2
Catholic,2,262,St Liborius' School,Primary,O,9,12,21,16,16,32,11,13,24,11,10,21,25,16,41,18,15,33,17,12,29,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201
Catholic,2,265,Damascus College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,106,178,92,121,213,90,106,196,79,101,180,80,72,152,55,83,138,0,0,0,1057,1057
Catholic,2,285,St Mary's School,Primary,O,13,8,21,12,12,24,13,6,19,9,9,18,9,11,20,12,10,22,7,9,16,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
Catholic,2,286,Sacred Heart College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,69,144,71.6,69,140.6,70,73,143,69,68,137,58,51,109,34,60,94,0,0,0,767.6,767.6
Catholic,2,289,St Ambrose's School,Primary,O,18,7,25,15,17,32,18,13,31,11,12,23,16,14,30,14,19,33,16,21,37,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211
Catholic,2,299,St Joseph's School,Primary,O,1,2,3,2,5,7,2,2,4,1,0,1,2,2,4,1,2,3,1,2,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Catholic,2,324,Sacred Heart School,Primary,O,8,7,15,14,15,29,5,12,17,10,9,19,10,5,15,12,14,26,11,6,17,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
Catholic,2,336,St Paul's School,Primary,O,14,15,29,23,28,51,10,15,25,13,13,26,21.4,23,44.4,14,13,27,14,12,26,0,0,0,228.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228.4
Catholic,2,338,St Andrew's School,Primary,O,35,20,55,31,24,55,30,21,51,26,28,54,35,28,63,33,35,68,33,19,52,0,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398
Catholic,2,353,St Brigid's School,Primary,O,10,11,21,12,13,25,17,14,31,15,16,31,7,13,20,10,17,27,10,18,28,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183
Catholic,2,355,Our Lady of Mount Carmel School,Primary,O,21,20,41,21,21,42,24,20,44,24,11,35,22,26,48,16,21,37,26,19,45,0,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292
Catholic,2,367,St Joseph's School,Primary,O,9,5,14,3,1,4,4,6,10,3,5,8,5,5,10,0,3,3,3,3,6,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
Catholic,2,368,St Mary's School,Primary,O,5,6,11,4,3,7,3,5,8,2,3,5,0,3,3,1,10,11,6,1,7,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
Catholic,2,379,St Mary's School,Primary,O,6,6,12,2,2,4,6,3,9,4,2,6,1,2,3,3,5,8,3,2,5,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
Catholic,2,384,FCJ College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,43,83,40,37,77,31,31,62,28,29,57,20,26,46,19,44.4,63.4,0,0,0,388.4,388.4
Catholic,2,386,St Patrick's School,Primary,O,33,34,67,27,21,48,33,19,52,18,24,42,24,22,46,24,24,48,19,23,42,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345
Catholic,2,401,Sacred Heart Primary School,Primary,O,32,23,55,26,25.6,51.6,26,25,51,21,26,47,26,25,51,25,27,52,22.6,31,53.6,0,0,0,361.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361.2
Catholic,2,404,Xavier College,Pri/Sec,O,18,17,35,24,19,43,23,15,38,13,7,20,14,5,19,174,0,174,184,0,184,0,0,0,513,233,0,233,224,0,224,237,0,237,238,0,238,244,0,244,246,0,246,0,0,0,1422,1935
Catholic,2,409,St Joseph's School,Primary,O,2,5,7,1,3,4,1,1,2,1,5,6,0,2,2,0,0,0,0,3,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
Catholic,2,410,St Brigid's School,Primary,C,6,10,16,7,11,18,3,8,11,8,8,16,8,10,18,5,0,5,3,5,8,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
Catholic,2,411,Marian College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,34,87,43,40,83,52.2,34,86.2,30,44,74,40,32,72,23,37.4,60.4,0,0,0,462.6,462.6
Catholic,2,413,Sacred Heart School,Primary,O,4,4,8,3,7,10,3,3,6,5,4,9,7,5,12,5,5,10,10,8,18,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
Catholic,2,414,St Bernard's School,Primary,O,13,17,30,10,10,20,13,21,34,16,19,35,10,16,26,16,18,34,12,13,25,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204
Catholic,2,445,St Patrick's School,Primary,O,8,10,18,2,17,19,6,12,18,7,7,14,13,13,26,10,8,18,12,5,17,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
Catholic,2,465,St Ambrose School,Primary,C,3,2,5,5,2,7,1,1,2,3,1,4,4,2,6,2,2,4,6,7,13,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
Catholic,2,467,Academy of Mary Immaculate,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,105,0,108,108,0,108,108,0,110,110,0,95,95,0,100,100,0,0,0,626,626
Catholic,2,468,Sacred Heart School,Primary,O,14,10,24,11,12,23,9,6,15,8,14,22,10,10,20,7,9,16,7,9,16,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136
Catholic,2,474,Mount Lilydale Mercy College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,127,250,111,138,249,125,123,248,125,122,247,102,128,230,84,99,183,0,0,0,1407,1407
Catholic,2,477,St Monica's School,Primary,O,11,13,24,12.8,9,21.8,10,11,21,13,13,26,10,15,25,18,8,26,12,11,23,0,0,0,166.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.8
Catholic,2,478,St Augustine's School,Primary,O,15,15,30,12,22,34,18,13,31,16,20,36,17,13,30,16,14,30,19,17,36,0,0,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227
Catholic,2,486,St Michael & St John's School,Primary,O,17,26,43,26,17,43,30,16,46,14,22,36,15,19,34,18,22,40,17.4,18,35.4,0,0,0,277.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.4
Catholic,2,495,Trinity College Colac Inc,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,76,127,64,65,129,64,64,128,46,61,107,51.6,52,103.6,39,35,74,0.2,0.2,0.4,669,669
Catholic,2,496,St Mary's School,Primary,O,20,11,31,8,17,25,12,18,30,16,7,23,17,12,29,10,11,21,16,10,26,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185
Catholic,2,500,Kilbreda College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,181,0,185,185,0,183,183,0,181,181,0,157,157,0,146.5,146.5,0,0,0,1033.5,1033.5
Catholic,2,501,Padua College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,161,348,189,158,347,180,163,343,170,164,334,143,148,291,124.2,148,272.2,0,0,0,1935.2,1935.2
Catholic,2,515,Notre Dame College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,118,274,141,119,260,131,112,243,123.8,128.2,252,112.6,115.8,228.4,93.6,110.6,204.2,0,0,0,1461.6,1461.6
Catholic,2,518,Sacred Heart College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,26,59,36.6,31,67.6,25,26,51,27,31,58,0,0,0,0,0,0,0,0,0,235.6,235.6
Catholic,2,524,St John's School,Primary,O,8,16,24,16,13,29,17,10,27,8,11,19,10.6,16,26.6,7,8,15,6,5,11,0,0,0,151.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.6
Catholic,2,525,St Joseph's School,Primary,O,15,17,32,21,23,44,27,18,45,22,23,45,20,16,36,14,22,36,12,13,25,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263
Catholic,2,539,St Joseph's School,Primary,O,38,42,80,33,39,72,33,33,66,39,44,83,37,33,70,46,37,83,47,30,77,0,0,0,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531
Catholic,2,548,Saint Ignatius College Geelong,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,38,142,77,42,119,66,49,115,64,45,109,58,38,96,38,32,70,0,0,0,651,651
Catholic,2,549,St Mary's School,Primary,O,9,12,21,14,14,28,5,13,18,16,14,30,10,16,26,12,15,27,13,13,26,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176
Catholic,2,550,St Patrick's School,Primary,O,22,27,49,26,23,49,17,10,27,14,22,36,21,10,31,13,7,20,14,17,31,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243
Catholic,2,566,St Monica's Primary School,Primary,O,46,51,97,38,36,74,28,43,71,29,43,72,35,33,68,37,40,77,38,27,65,0,0,0,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524
Catholic,2,567,St Patrick's School,Primary,O,9,12,21,5,13,18,5,15,20,4,14,18,18,11,29,13,11,24,17,13,30,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160
Catholic,2,576,Catholic Ladies' College Ltd,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,144,0,140,140,0,144,144,0,139,139,0,121,121,0,134,134,0,0,0,822,822
Catholic,2,579,St Joseph's School,Primary,O,14,9,23,10,7,17,11,16,27,8,14,22,11,6,17,4,5,9,7,1,8,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123
Catholic,2,581,St Mary's School,Primary,O,4,0,4,5,6,11,4,3,7,4,4.4,8.4,4,5,9,3,1,4,4,4,8,0,0,0,51.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.4
Catholic,2,584,St Mary's School,Primary,O,16,28,44,21,35,56,23,25,48,28,36,64,23,17,40,27,21,48,18,25,43,0,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343
Catholic,2,586,St Vincent's School,Special,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,1,10.3,10.3,11.3
Catholic,2,590,Sacred Heart School,Primary,O,20,27,47,26,21,47,28,21,49,27,19,46,18,26,44,6,12,18,12,15,27,0,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278
Catholic,2,594,St Mary's School,Primary,O,9,10,19,12,10,22,16,7,23,7,16,23,13,15,28,9,9,18,15,15,30,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
Catholic,2,595,St Joseph's College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,60,116,48,40,88,73,64,137,57,66,123,57,63,120,32,66,98,0,0,0,682,682
Catholic,2,599,St Patrick's School,Primary,O,10,10,20,9,5,14,9,9,18,10,11,21,12,8,20,4,14,18,8,11,19,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
Catholic,2,603,St Joseph's School,Primary,O,12,7,19,8,6,14,8,8,16,9,8,17,10,10,20,11,7,18,8,12,20,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
Catholic,2,605,St Aloysius College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,101,0,103,103,0,85,85,0,106,106,0,101,101,0,106,106,0,0,0,602,602
Catholic,2,607,All Saints Parish School,Primary,O,17,19,36,18,21,39,21,12,33,25,16,41,23,15,38,19,24,43,23,17,40,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270
Catholic,2,619,St John The Evangelist School,Primary,C,15,18,33,8,18,26,8,7,15,12,6,18,5,9,14,12,8,20,11,16,27,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
Catholic,2,625,Catholic College Sale,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,93,166,94,84,178,76,96,172,85,82,167,61,82,143,39,70,109,0,0,0,935,935
Catholic,2,646,St Augustine's College,Pri/Sec,O,14,18,32,16,21,37,15,17,32,18,14,32,23,9,32,17,22,39,18,28,46,0,0,0,250,22,17,39,20,21,41,17,8,25,16,9,25,9,9,18,0,0,0,0,0,0,148,398
Catholic,2,653,Our Holy Redeemer School,Primary,O,22,18,40,18,19,37,12,14,26,22,17,39,16,12,28,4,16,20,7,14,21,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211
Catholic,2,654,Our Lady of Victories School,Primary,C,20,7,27,6,7,13,8,2,10,3,7,10,7,5,12,2,0,2,2,0,2,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
