Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,Prep Males Total,Prep Females Total,Prep Total,Year 1 Males Total,Year 1 Females Total,Year 1 Total,Year 2 Males Total,Year 2 Females Total,Year 2 Total,Year 3 Males Total,Year 3 Females Total,Year 3 Total,Year 4 Males Total,Year 4 Females Total,Year 4 Total,Year 5 Males Total,Year 5 Females Total,Year 5 Total,Year 6 Males Total,Year 6 Females Total,Year 6 Total,Primary Ungraded Males Total,Primary Ungraded Females Total,Primary Ungraded Total,Primary Total,Year 7 Males Total,Year 7 Females Total,Year 7 Total,Year 8 Males Total,Year 8 Females Total,Year 8 Total,Year 9 Males Total,Year 9 Females Total,Year 9 Total,Year 10 Males Total,Year 10 Females Total,Year 10 Total,Year 11 Males Total,Year 11 Females Total,Year 11 Total,Year 12 Males,Year 12 Females,Year 12 Total,Secondary Ungraded Males Total,Secondary Ungraded Females Total,Secondary Ungraded Total,Secondary Total,Grand Total
Government,1,1141,Bruthen Primary School,Primary,O,9,5,14,3,6,9,8,5,13,4,6,10,5,7,12,3,3,6,9,3,12,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
Government,1,1142,Swan Hill Primary School,Primary,O,39,25,64,43,29,72,35,37,72,46,40,86,39,29,68,45,35,80,42,41,83,0,0,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,525
Government,1,1144,Porepunkah Primary School,Primary,O,6,4,10,7,10,17,10,10,20,6,7,13,5,13,18,10,6,16,11,3,14,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
Government,1,1146,Leopold Primary School,Primary,O,54,39,93,49.2,46,95.2,43,54,97,46,51,97,47,44,91,50,43.6,93.6,33,36,69,0,0,0,635.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635.8
Government,1,1147,Inverleigh Primary School,Primary,O,12,11,23,8,10,18,12,5,17,6,7,13,6,13,19,8,7,15,10,9,19,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
Government,1,1148,Glen Iris Primary School,Primary,O,34,31,65,35,36,71,29,31,60,23,29,52,15,31,46,29,20,49,25,8,33,0,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376
Government,1,1150,Trawalla Primary School,Primary,O,0,1,1,2,0,2,1,1,2,4,2,6,0,2,2,5,1,6,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Government,1,1165,Quarry Hill Primary School,Primary,O,13,16,29,17,18,35,12,11,23,7.1,13,20.1,6,15,21,10,7,17,19.6,6,25.6,0,0,0,170.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.7
Government,1,1167,Sebastopol Primary School,Primary,O,9,10,19,14,10,24,9,11,20,15,12,27,16,13,29,13,13,26,21,21,42,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187
Government,1,1176,Woodside Primary School,Primary,O,0,4,4,2,4,6,6,5,11,1,2,3,7,3,10,5,0,5,4,2,6,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
Government,1,1178,Noorat Primary School,Primary,O,4,2,6,3,3,6,6,8,14,3,5,8,4,5,9,5,5,10,4,4,8,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
Government,1,1181,Albert Park Primary School,Primary,O,35,32,67,28,35,63,24,28,52,30,29,59,25,17,42,27,20,47,33,19,52,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382
Government,1,1183,Williamstown Primary School,Primary,O,42,34,76,38,43,81,42,39,81,36,31,67,42,30,72,40,34,74,39,27,66,0,0,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517
Government,1,1184,Boneo Primary School,Primary,O,17,12,29,15,22,37,24,15,39,18,22,40,28,18,46,14,15,29,27,22,49,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269
Government,1,1189,Golden Square Primary School,Primary,C,17,19,36,23,22,45,17,19,36,20,25,45,13,15,28,21,15,36,17,17,34,0,0,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260
Government,1,1190,Queenscliff Primary School,Primary,O,4,6,10,4,8,12,1,3,4,3,3,6,2,1,3,7,3,10,0,3,3,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
Government,1,1194,Portland North Primary School,Primary,O,24,18,42,32,18,50,27,15,42,22,16,38,27,15,42,27,18,45,20,21,41,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300
Government,1,1207,Timor Primary School,Primary,O,0,4,4,4,3,7,1,1,2,2,2,4,2,1,3,6,2,8,3,3,6,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
Government,1,1208,Apsley Primary School,Primary,O,1,2,3,3,2,5,3,2,5,1,2,3,3,3,6,5,1,6,3,3,6,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
Government,1,1211,Strathfieldsaye Primary School,Primary,O,32,39,71,39,46,85,33,35,68,41,45,86,38,41,79,35,31,66,30,42,72,0,0,0,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527
Government,1,1221,Markwood Primary School,Primary,C,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,2,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Government,1,1222,Skye Primary School,Primary,O,36,39,75,44,31,75,36,26,62,30,32,62,34,31,65,33,34,67,30,25,55,0,0,0,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461
Government,1,1225,Tooborac Primary School,Primary,O,4,3,7,2,3,5,6,4,10,1,4,5,4,2,6,5,7,12,2,1.4,3.4,0,0,0,48.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.4
Government,1,1231,Lucknow Primary School,Primary,O,32,26,58,30,23,53,45,27,72,29,28,57,22,24,46,32,23,55,33,23,56,0,0,0,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397
Government,1,1244,Upper Plenty Primary School,Primary,O,8,14,22,9,5,14,11,6,17,6,9,15,1,2,3,9,6,15,8,2,10,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
Government,1,1252,Carlton North Primary School,Primary,O,16,16,32,22,23,45,16,17,33,18,20,38,14,21,35,19,17,36,12,19,31,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250
Government,1,1254,Maldon Primary School,Primary,O,4,2,6,10,5,15,5,14,19,9,5,14,12,9,21,8,7,15,12,11,23,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
Government,1,1259,Woori Yallock Primary School,Primary,O,17,9,26,12,17,29,17,16,33,14,12,26,8,12,20,20,9,29,21,19,40,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203
Government,1,1263,Moyston Primary School,Primary,O,1,3,4,1,2,3,1,1,2,1,0,1,2,1,3,2,0,2,2,2,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Government,1,1267,Bendigo North Primary School,Primary,C,7,11,18,10,11,21,9,5,14,12,10,22,7,9,16,10,6,16,4,16,20,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
Government,1,1270,Buninyong Primary School,Primary,O,42,44,86,53,39,92,33,34,67,49,39,88,48,44,92,53,38,91,49,33,82,0,0,0,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598
Government,1,1273,Marysville Primary School,Primary,O,4,3,7,1,6,7,5,4,9,4,3,7,2,5,7,9,2,11,3,5,8,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
Government,1,1275,Langley Primary School,Primary,O,2,3,5,9,3,12,7,5,12,1,6,7,2,5,7,1,9,10,4,5,9,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
Government,1,1277,Wandong Primary School,Primary,O,19,21,40,14,17,31,16,17,33,9,14,23,13,7,20,18,13,31,11,13,24,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202
Government,1,1282,Cowes Primary School,Primary,O,18,23,41,21,22,43,28,26,54,30,35,65,24,22,46,26,31,57,25.4,19,44.4,0,0,0,350.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350.4
Government,1,1288,Bullarto Primary School,Primary,O,3,1,4,2,3,5,3,1,4,2,0,2,3,2,5,1,2,3,1,1,2,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Government,1,1289,Redan Primary School,Primary,C,12,18,30,14,10,24,11,21,32,20,15,35,11,7,18,16,17,33,13,12,25,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197
Government,1,1293,Lismore Primary School,Primary,O,1,2,3,4,0,4,3,2,5,4,3,7,3,3,6,2,3,5,5,2,7,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
Government,1,1295,Lower Plenty Primary School,Primary,O,8,6,14,11,8,19,3,6,9,13,8,21,11,4,15,6,14,20,4,5,9,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
Government,1,1316,Specimen Hill Primary School,Primary,O,24,17,41,23,17,40,25,23,48,18,25,43,19,22,41,16,22,38,21,19,40,0,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291
Government,1,1324,Bolwarra Primary School,Primary,O,5,4,9,7,4,11,7,11,18,8,8,16,4,5,9,4,7,11,8,6,14,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
Government,1,1330,Navarre Primary School,Primary,O,2,2,4,1,2,3,2,1,3,2,1,3,2,0,2,2,0,2,2,0,2,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Government,1,1334,Warracknabeal Primary School,Primary,O,12,11,23,14,19,33,17,18,35,16,12,28,17,21,38,19,18,37,16,26,42,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236
Government,1,1335,Moyhu Primary School,Primary,O,6.4,6,12.4,4,5,9,2,5,7,5,7,12,8,3,11,1,4,5,3,5,8,0,0,0,64.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.4
Government,1,1347,Natte Yallock Primary School,Primary,O,2,0,2,3,0,3,4,2,6,0,1,1,1,3,4,3,2,5,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Government,1,1360,Clifton Hill Primary School,Primary,O,22,29,51,41,33,74,32,44,76,43,39,82,39,31,70,55,28,83,26,18,44,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480
Government,1,1362,Christmas Hills Primary School,Primary,O,4,1,5,2,0,2,3,2,5,1,3,4,1,0,1,1,3,4,3,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
Government,1,1365,Tallangatta Primary School,Primary,O,11,11,22,6,8,14,11,5,16,11,6,17,9,8,17,12,15,27,10,8,18,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131
Government,1,1366,Kialla Central Primary School,Primary,O,4,4,8,4,5,9,4,2,6,4,3,7,2,5,7,2,8,10,1,7,8,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
Government,1,1368,Mount Eliza Primary School,Primary,O,43,41,84,38,55,93,41,31,72,43,50,93,47,34,81,26,37.2,63.2,41,34,75,0,0,0,561.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561.2
Government,1,1369,San Remo Primary School,Primary,O,7,14,21,8,10,18,6,12,18,7,6,13,4,4,8,5,6,11,10,5,15,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
Government,1,1371,Thornton Primary School,Primary,C,1,0,1,3,0,3,0,1,1,1,2,3,1,2,3,0,7,7,5,2,7,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Government,1,1372,Dimboola Primary School,Primary,O,10,12,22,9,12,21,9,11,20,9,8,17,10,11,21,12,13,25,10,13,23,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
Government,1,1373,Whorouly Primary School,Primary,O,3,6,9,5,2,7,7,2,9,5,1,6,5,3,8,8,0,8,4,7,11,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
Government,1,1379,Merrijig Primary School,Primary,O,4,4,8,4,0,4,5,2,7,6,1,7,3,0,3,1,1,2,4,1,5,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
Government,1,1386,Lethbridge Primary School,Primary,O,7,7,14,8,7,15,7,3,10,6,4.4,10.4,7,9,16,6,5,11,8,9,17,0,0,0,93.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.4
Government,1,1399,Oxley Primary School,Primary,O,6,4,10,3,4,7,5,4,9,5,4,9,7,5,12,1,9,10,9,10,19,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
Government,1,1401,Northcote Primary School,Primary,O,24,17,41,21,11,32,21,19,40,5,10,15,13,27,40,15,20,35,23,19,42,0,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245
Government,1,1402,North Melbourne Primary School,Primary,O,44,37,81,36,25,61,36,38,74,30,29,59,33,34,67,21,21,42,40,33,73,0,0,0,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457
Government,1,1403,Dandenong Primary School,Primary,O,20,13,33,20,22,42,16,22,38,15,17,32,21,25,46,21,14,35,32,18,50,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276
Government,1,1408,Malmsbury Primary School,Primary,O,7,2,9,7,16,23,7,7,14,9,10,19,6,13,19,10,10,20,5,4,9,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
Government,1,1409,Williamstown North Primary School,Primary,O,42,47,89,38,36,74,61,44,105,46,34,80,42,41,83,44,35,79,37,35,72,0,0,0,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582
Government,1,1410,Kerang Primary School,Primary,O,6,13,19,5,15,20,10,15,25,9,9,18,16.4,11,27.4,9,15,24,16,10.6,26.6,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160
Government,1,1417,Drouin West Primary School,Primary,O,17,11,28,15,17,32,19,13,32,8,11,19,17,11,28,9,8,17,14,12,26,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182
Government,1,1420,Meredith Primary School,Primary,O,4,9,13,11,9,20,10,6,16,7,2,9,7,7,14,7,8,15,9,8,17,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
Government,1,1422,Edi Upper Primary School,Primary,O,2,1,3,2,0,2,2,2,4,1,0,1,0,0,0,5,2,7,1,2,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
Government,1,1428,Eaglehawk North Primary School,Primary,O,21,31,52,16,26,42,27,26,53,38,24,62,28,23,51,20,26.4,46.4,23,29,52,0,0,0,358.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358.4
Government,1,1432,Mooroopna Primary School,Primary,O,31,11,42,24,23,47,29,22,51,32,19,51,19,17,36,15,35,50,24,21,45,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322
Government,1,1434,Cairnlea Park Primary School,Primary,O,49,45,94,45,44,89,32,23,55,35,34,69,26,17,43,29,23,52,23,25,48,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450
Government,1,1435,Ballan Primary School,Primary,O,15,20,35,15,17,32,14,11,25,16,9,25,26,14,40,10,18,28,10,14,24,0,0,0,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209
Government,1,1436,Mount Pleasant Primary School,Primary,O,15,18,33,9,7,16,21,14,35,12,18,30,16,13,29,15,10,25,13,21,34,0,0,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202
Government,1,1441,Tatura Primary School,Primary,O,19,13,32,19,21,40,21,16,37,24,28.4,52.4,16,21,37,20,29,49,18,25,43,0,0,0,290.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290.4
Government,1,1455,Toolamba Primary School,Primary,O,7,9,16,5,8,13,13,5,18,8,11,19,11,7,18,15,8,23,11,9,20,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127
Government,1,1458,Harston Primary School,Primary,O,3,0,3,2,0,2,1,2,3,3,0,3,5,1,6,1,0,1,2,1,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
Government,1,1460,Swifts Creek Primary School,Primary,C,3,1,4,4,8,12,4,2,6,6,2,8,3,5,8,9,9,18,8,6,14,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
Government,1,1463,Osbornes Flat Primary School,Primary,O,2,1,3,3,1,4,2,3,5,2,6,8,2,1,3,2,2,4,2,0,2,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
Government,1,1464,Frankston Primary School,Primary,O,18,12,30,11,28,39,11,13,24,26,21,47,13,8,21,13,14,27,19,25,44,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232
Government,1,1465,Donald Primary School,Primary,O,13,8,21,15,9,24,9,9,18,8,15,23,8,11,19,10,11,21,7,10,17,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143
Government,1,1473,Drummartin Primary School,Primary,O,1,2,3,1,0,1,1,1,2,0,2,2,1,0,1,1,0,1,1,2,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Government,1,1476,Beveridge Primary School,Primary,O,7,6,13,7,4,11,2,2,4,3,5,8,1,5,6,4,5,9,0,2,2,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
Government,1,1477,Epping Primary School,Primary,C,26,22,48,31,34,65,30,25,55,22,28,50,37,20,57,30,17,47,46,43,89,0,0,0,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,411
Government,1,1479,St Kilda Primary School,Primary,O,23,23,46,30,27,57,22,21,43,27,28,55,27,20,47,34,14,48,20,25,45,0,0,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341
Government,1,1484,Cape Clear Primary School,Primary,O,1,0,1,2,2,4,1,1,2,2,3,5,1,2,3,4,2,6,1,2,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
Government,1,1485,Warburton Primary School,Primary,O,7,8,15,7,13,20,12,7,19,9,10,19,16,7,23,13,9,22,4,14,18,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136
Government,1,1488,Tallarook Primary School,Primary,O,7,4,11,4,4,8,7,3,10,8,4,12,8,4,12,3,0,3,5,5,10,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
Government,1,1489,Barnawartha Primary School,Primary,O,5,8,13,3,6,9,3,5,8,3,5,8,5,8,13,7,8,15,7,8,15,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
Government,1,1490,Fitzroy North Primary School,Primary,O,34,41,75,44,23,67,45,30,75,26,29,55,29,33,62,22,34,56,33,27,60,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450
Government,1,1492,Ashby Primary School,Primary,O,12,6,18,14,8,22,11,8,19,13,12,25,3,8,11,16,10,26,14,6,20,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141
Government,1,1494,Preston Primary School,Primary,O,57,59,116,56,53,109,55,54,109,41,53,94,48,34,82,43,36,79,45.2,35,80.2,0,0,0,669.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669.2
Government,1,1498,Warrenbayne Primary School,Primary,C,3,0,3,2,0,2,0,0,0,3,2,5,1,0,1,1,0,1,2,1,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Government,1,1503,Tooradin Primary School,Primary,O,13,12,25,14,10,24,9,15,24,8,12,20,21,10,31,16,18,34,15,15,30,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188
Government,1,1508,Glenferrie Primary School,Primary,O,12,30,42,33,24,57,24,18,42,15,28,43,24,27,51,13,14,27,20,19,39,0,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301
Government,1,1515,Elmore Primary School,Primary,O,0,1,1,4,2,6,3,4,7,4,4,8,4,2,6,4,2,6,1,3,4,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
Government,1,1527,Dookie Primary School,Primary,O,0,2,2,2,1,3,3,3,6,4,4,8,2,1,3,5,4,9,3,2,5,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
Government,1,1542,Brighton Primary School,Primary,O,52,61,113,70,42,112,74,45,119,53,43,96,60,50,110,42,41,83,52,47,99,0,0,0,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732
Government,1,1548,Natimuk Primary School,Primary,O,0,7,7,3,2,5,1,3,4,2,3,5,6,5,11,3,1,4,2,2,4,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
Government,1,1549,Murtoa College,Pri/Sec,O,3,1,4,3,4,7,3,5,8,6,7,13,3,1,4,3,4,7,9,8,17,0,0,0,60,21,20,41,28.6,22,50.6,21,22,43,18,12,30,16.9,11.9,28.8,10.7,12,22.7,0,0,0,216.1,276.1
Government,1,1551,Big Hill Primary School,Primary,O,15,20.4,35.4,17,17,34,19,18,37,14,17,31,22,15,37,17,20,37,14,17,31,0,0,0,242.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.4
Government,1,1552,Clunes Primary School,Primary,O,4,6,10,9,8,17,7.5,9,16.5,7,10,17,11,8,19,13,11,24,10,10,20,0,0,0,123.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.5
Government,1,1554,Marnoo Primary School,Primary,O,3,2,5,3,3,6,0,1,1,4,2,6,1,3,4,4,2,6,2,3,5,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
Government,1,1560,Beechworth Primary School,Primary,O,12,11,23,14,7,21,12,16,28,9,8,17,12,19,31,13.4,19,32.4,11,16,27,0,0,0,179.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179.4
Government,1,1563,Ardmona Primary School,Primary,O,5,3,8,2,5,7,2,1,3,6,2,8,1,1,2,2,3,5,3,0,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
Government,1,1568,Kilmore Primary School,Primary,O,19,30,49,38,28,66,32,32,64,43,29,72,29,26,55,46,34,80,31,34,65,0,0,0,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451
Government,1,1571,Macarthur Primary School,Primary,O,3,4,7,5,3,8,2,6,8,2,2,4,6,5,11,1,4,5,3,2,5,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
Government,1,1574,Barwon Heads Primary School,Primary,O,25,24,49,17,22,39,23,26,49,27,16,43,19,17,36,19,20,39,18,16,34,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289
Government,1,1578,Keilor Primary School,Primary,O,29,32,61,36,40,76,43,30,73,30,37,67,29,33,62,34,34,68,40,21,61,0,0,0,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468
Government,1,1582,Dunolly Primary School,Primary,O,3,4,7,6,4,10,7.8,5,12.8,4,5,9,6,5,11,8,8,16,6,5,11,0,0,0,76.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.8
Government,1,1583,Springhurst Primary School,Primary,O,0,2,2,0,3,3,2,1,3,1,1,2,4,2,6,4,2,6,3,0,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Government,1,1585,Dixons Creek Primary School,Primary,O,4,5,9,3,1,4,4,4,8,8,0,8,2,3,5,1,0,1,1,1,2,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
Government,1,1588,Trentham District Primary School,Primary,O,2,4,6,3,6,9,7,7,14,3,5,8,8,3,11,7,2,9,8,5,13,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
Government,1,1591,Warrenheip Primary School,Primary,O,4,1,5,3,2,5,3,0,3,2,5,7,9,3,12,2,1,3,6,3,9,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
