Education_Sector,Entity_Type,School_No,School_Name,School_Type,School_Status,Prep Males Total,Prep Females Total,Prep Total,Year 1 Males Total,Year 1 Females Total,Year 1 Total,Year 2 Males Total,Year 2 Females Total,Year 2 Total,Year 3 Males Total,Year 3 Females Total,Year 3 Total,Year 4 Males Total,Year 4 Females Total,Year 4 Total,Year 5 Males Total,Year 5 Females Total,Year 5 Total,Year 6 Males Total,Year 6 Females Total,Year 6 Total,Primary Ungraded Males Total,Primary Ungraded Females Total,Primary Ungraded Total,Primary Total,Year 7 Males Total,Year 7 Females Total,Year 7 Total,Year 8 Males Total,Year 8 Females Total,Year 8 Total,Year 9 Males Total,Year 9 Females Total,Year 9 Total,Year 10 Males Total,Year 10 Females Total,Year 10 Total,Year 11 Males Total,Year 11 Females Total,Year 11 Total,Year 12 Males,Year 12 Females,Year 12 Total,Secondary Ungraded Males Total,Secondary Ungraded Females Total,Secondary Ungraded Total,Secondary Total,Grand Total
Catholic,2,60,St Mary's School,Primary,O,8,11,19,12,13,25,11,10,21,12,13,25,14,9,23,7,14,21,10,12,22,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
Catholic,2,77,Sacred Heart School,Primary,O,24,18,42,20,29,49,16,18,34,24,27,51,22,22,44,26,21,47,16,14,30,0,0,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297
Catholic,2,78,St Mary's School,Primary,O,31,20,51,21,28,49,23,26,49,32,25,57,23,34,57,25,25,50,25,24,49,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362
Catholic,2,98,St Michael's School,Primary,O,9,4,13,9,10,19,9,7,16,9,9,18,11,16,27,17,11,28,8,17,25,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
Catholic,2,104,St Patrick's School,Primary,O,12,18,30,24,13,37,12,17,29,17,23,40,6,11,17,18,16,34,15,21,36,0,0,0,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223
Catholic,2,106,Presentation College Windsor,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,114,0,113,113,0,116,116,0,117,117,0,103,103,0,100,100,0,0,0,663,663
Catholic,2,107,St Mary's School,Primary,O,15,10,25,15,12,27,13,12,25,11.4,16,27.4,8,18.4,26.4,14,14,28,16,13,29,0,0,0,187.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.8
Catholic,2,111,Assumption College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,77,158,83,73,156,71,92,163,112,68,180,100,84,184,84,66,150,0,0,0,991,991
Catholic,2,113,St Brendan's School,Primary,O,9,9,18,12,15,27,10,14,24,6,14,20,12,14,26,9,17,26,11,11,22,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163
Catholic,2,130,Catholic College Bendigo,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,170.2,317.2,162,151,313,139,172,311,141,137,278,117,120,237,87,102,189,0,0,0,1645.2,1645.2
Catholic,2,132,St Augustine's School,Primary,O,12,18,30,19,9,28,11,12,23,15,9,24,17,13,30,21,18,39,11,11,22,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196
Catholic,2,139,St Mary's School,Primary,O,25,23,48,34,19,53,23,24,47,27,25,52,21,19,40,22,23,45,27,23,50,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335
Catholic,2,140,St Aloysius' School,Primary,O,14,6,20,14,10,24,16,17,33,15,11,26,12,15,27,13,10,23,9,11,20,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173
Catholic,2,148,St Joseph's School,Primary,O,21,23,44,23,22,45,18,22,40,36,11,47,12,17,29,4,18,22,9,4,13,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240
Catholic,2,149,Sacre Coeur,Pri/Sec,O,0,11,11,0,5,5,0,12,12,0,17,17,0,25,25,0,24,24,0,41,41,0,0,0,135,0,86,86,0,83,83,0,90,90,0,82,82,0,94,94,0,78,78,0,0,0,513,648
Catholic,2,151,St Joseph's School,Primary,O,6,19,25,11,9,20,11,9,20,14,10,24,10,12,22,10,12,22,14,9,23,0,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
Catholic,2,152,Sacred Heart School,Primary,O,9,16,25,12,13,25,16,11,27,13,15,28,8,13,21,18,16.2,34.2,14,16,30,0,0,0,190.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190.2
Catholic,2,153,Sacred Heart School,Primary,O,2,1,3,6,8,14,6,8,14,15,12,27,8,10,18,8,9,17,7.6,13,20.6,0,0,0,113.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.6
Catholic,2,154,St Michael's School,Primary,O,26,17,43,21,16,37,27,25,52,27,22,49,29,39,68,40,30,70,29,32,61,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380
Catholic,2,156,St Brendan's School,Primary,O,34,31,65,39,34,73,41,30,71,38,42,80,40,40,80,33,29,62,43,34,77,0,0,0,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508
Catholic,2,161,St Mary's College,Pri/Sec,O,23,8,31,13,12,25,11,17,28,13,24,37,14,17,31,11,14,25,17,18,35,0,0,0,212,24,30,54,29,29,58,32,11,43,15,18,33,0,0,0,0,0,0,0,0,0,188,400
Catholic,2,181,St Mary's School,Primary,O,7,1,8,7.3,5,12.3,7,4,11,4,1,5,4,3,7,5,8,13,6,3,9,0,0,0,65.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.3
Catholic,2,183,St Mary's Primary School,Primary,O,10,13,23,7,12,19,15,9,24,10,13,23,17,9,26,13,14,27,11,15,26,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168
Catholic,2,184,St Patrick's Primary School,Primary,O,39,33,72,36,27,63,40,35,75,37,43,80,27,39,66,32,36,68,45,25,70,0,0,0,494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494
Catholic,2,185,St Brigid's School,Primary,O,5,3,8,6,6,12,8,8,16,7,3,10,4,6,10,6,4,10,5,8,13,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
Catholic,2,187,St Patrick's School,Primary,O,5,4,9,3,2,5,4,10.4,14.4,5,7,12,6,2,8,5,5,10,8,7,15,0,0,0,73.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.4
Catholic,2,189,St Michael's School,Primary,O,0,1,1,2,3,5,2,1,3,2,1,3,1,2,3,3,1,4,1,3,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
Catholic,2,191,St Mary's School,Primary,O,17,10,27,17,9,26,13,15,28,9,18,27,8,15,23,10,8,18,13,12,25,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
Catholic,2,192,St Augustine's School,Primary,O,6,7,13,0,5,5,12,12,24,6,8,14,10,3,13,13,6,19,8,12,20,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
Catholic,2,204,St Monica's School,Primary,O,24,13,37,16.3,21,37.3,27,28,55,15,9,24,25,30,55,29,28,57,16,19,35,0,0,0,300.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.3
Catholic,2,205,St Joseph's School,Primary,O,19,22,41,25,22,47,22,15,37,18,21,39,14,17,31,30,24,54,21,28,49,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298
Catholic,2,212,St Brendan's Primary School,Primary,O,6,1,7,2,0,2,0,3,3,2,1,3,2,7,9,4,2,6,4,1,5,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
Catholic,2,219,Sacred Heart College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,224,0,220,220,0,227,227,0,225,225,0,227,227,0,217,217,0,0,0,1340,1340
Catholic,2,227,St Patrick's School,Primary,O,8,1,9,3,5,8,4,3,7,4,5,9,9,5,14,4,8,12,6,9,15,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
Catholic,2,236,St Joseph's College Mildura,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.2,62,138.2,76,75,151,68.2,75,143.2,83,102,185,48,61,109,54,54,108,0,0,0,834.4,834.4
Catholic,2,250,Star of the Sea College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,186,0,187,187,0,186,186,0,176,176,0,180,180,0,164,164,0,0,0,1079,1079
Catholic,2,251,St James' School,Primary,O,10,16,26,18,12,30,13,15,28,4,26,30,7,23,30,7,17,24,8,16,24,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192
Catholic,2,252,St Peter's School,Primary,O,42,43,85,43,43,86,47,42,89,48,48,96,55,32,87,37.4,38,75.4,43,36,79,0,0,0,597.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597.4
Catholic,2,262,St Liborius' School,Primary,O,15,16,31,10,15,25,10,10,20,27,12,39,15,15,30,18,13,31,14,10,24,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200
Catholic,2,265,Damascus College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,121,215,92,108,200,80,100,180,101,81,182,73,88,161,49,84,133,0,0,0,1071,1071
Catholic,2,285,St Mary's School,Primary,O,11,10,21,12,5,17,10,8,18,7,13,20,11,11,22,8,11,19,5,12,17,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134
Catholic,2,286,Sacred Heart College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.6,69,141.6,70,74,144,68.8,69,137.8,64,62,126,41,64,105,47,48,95,0,0,0,749.4,749.4
Catholic,2,289,St Ambrose's School,Primary,O,15,19,34,21,14,35,12,14,26,17,15,32,16,21,37,18,18,36,17,14,31,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231
Catholic,2,299,St Joseph's School,Primary,O,5,3,8,2,2,4,1,0,1,2,1,3,1,1,2,1,2,3,2,3,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Catholic,2,324,Sacred Heart School,Primary,O,15,12,27,6,12,18,10,10,20,10,5,15,11,13,24,11,6,17,10,6,16,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137
Catholic,2,336,St Paul's School,Primary,O,24,29,53,14,15,29,13,12,25,22.6,21,43.6,16,13,29,14,13,27,10,16,26,0,0,0,232.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.6
Catholic,2,338,St Andrew's School,Primary,O,30,21,51,28,17,45,18,25,43,34,28,62,33,31,64,25,18,43,40,38,78,0,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386
Catholic,2,353,St Brigid's School,Primary,O,11,13,24,16,13,29,13,15,28,8,15,23,10,19,29,10,20,30,16,15,31,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194
Catholic,2,355,Our Lady of Mount Carmel School,Primary,O,22,20,42,22,20,42,23,12,35,17,27,44,18,22,40,26,18,44,15,21,36,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283
Catholic,2,367,St Joseph's School,Primary,O,4,0,4,4,7,11,2,5,7,5,5,10,1,6,7,6,3,9,6,1,7,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
Catholic,2,368,St Mary's School,Primary,O,5,4,9,2,5,7,2,2,4,1,3,4,1,10,11,5,1,6,4,4,8,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
Catholic,2,379,St Mary's School,Primary,O,2,2,4,7,3,10,4,2,6,2,2,4,4,5,9,3,3,6,5,0,5,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
Catholic,2,384,FCJ College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,38,83,31,32,63,32,29,61,28,25,53,26,43,69,18,24.2,42.2,0,0,0,371.2,371.2
Catholic,2,386,St Patrick's School,Primary,O,27,22,49,30,20,50,12,21,33,24,19,43,23.4,21,44.4,17,24,41,23,23,46,0,0,0,306.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306.4
Catholic,2,401,Sacred Heart Primary School,Primary,O,23,25,48,26,23,49,21,24,45,25,24,49,26,25,51,23,29,52,32,23,55,0,0,0,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349
Catholic,2,404,Xavier College,Pri/Sec,O,24,18,42,22,16,38,13,7,20,14,5,19,30,6,36,182,0,182,181,0,181,0,0,0,518,225,0,225,224,0,224,232,0,232,238,0,238,254,0,254,238,0,238,0,0,0,1411,1929
Catholic,2,409,St Joseph's School,Primary,O,2,3,5,1,1,2,2,6,8,0,2,2,3,0,3,0,3,3,3,1,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
Catholic,2,410,St Brigid's School,Primary,C,8,9,17,3,8,11,7,5,12,9,8,17,4,1,5,3,4,7,2,7,9,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
Catholic,2,411,Marian College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.2,36,76.2,57,33,90,32,47,79,46,32,78,29,45,74,19,29,48,0,0,0,445.2,445.2
Catholic,2,413,Sacred Heart School,Primary,O,2,8,10,4,3,7,6,5,11,6,5,11,7,5,12,11,8,19,4,6,10,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
Catholic,2,414,St Bernard's School,Primary,O,10,10,20,13,20,33,17,20,37,12,17,29,16,18,34,13,14,27,20,19,39,0,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219
Catholic,2,445,St Patrick's School,Primary,O,2,17,19,7,10,17,8,7,15,14,13,27,10,11,21,13,5,18,17,7,24,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141
Catholic,2,465,St Ambrose School,Primary,C,7,4,11,3,3,6,3,3,6,5,4,9,2,2,4,6,10,16,4,9,13,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
Catholic,2,467,Academy of Mary Immaculate,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,110,0,115,115,0,116,116,0,98,98,0,103,103,0,98,98,0,0,0,640,640
Catholic,2,468,Sacred Heart School,Primary,O,10,10,20,11,7,18,9,13,22,9,8,17,8,9,17,9,9,18,6,15,21,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133
Catholic,2,474,Mount Lilydale Mercy College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,138,250,129,119,248,124,124,248,110,129,239,111,108,219,88,120,208,0,0,0,1412,1412
Catholic,2,477,St Monica's School,Primary,O,12.8,8,20.8,13,12,25,16,12,28,8,16,24,16,10,26,12,10,22,12,10,22,0,0,0,167.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.8
Catholic,2,478,St Augustine's School,Primary,O,9,23,32,18,13,31,17,22,39,16,16,32,17,11,28,19,16,35,11,12,23,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220
Catholic,2,486,St Michael & St John's School,Primary,O,23,15,38,31,17,48,15,24,39,15,16,31,18,20,38,17,19,36,22,30,52,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282
Catholic,2,495,Trinity College Colac Inc,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,65,130,65,64,129,47,56,103,50.6,56,106.6,43,41,84,24,40,64,0,0,0,616.6,616.6
Catholic,2,496,St Mary's School,Primary,O,12,16,28,13,20,33,17,6,23,14,11,25,8,11,19,15,9,24,5,7,12,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
Catholic,2,500,Kilbreda College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,187,0,180,180,0,178,178,0,171,171,0,149.3,149.3,0,143,143,0,0,0,1008.3,1008.3
Catholic,2,501,Padua College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,161,345,180,157,337,171,171,342,158,161,319,152,159,311,100,139,239,0,0,0,1893,1893
Catholic,2,515,Notre Dame College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,119,240,123,108,231,117,131,248,124,116.8,240.8,113,124.8,237.8,88.6,118.8,207.4,0,0,0,1405,1405
Catholic,2,518,Sacred Heart College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,32,67,29,27,56,27,32,59,28,24,52,0,0,0,0,0,0,0,0,0,234,234
Catholic,2,524,St John's School,Primary,O,16,14,30,16,9,25,11,15,26,9.2,15,24.2,12,8,20,6,7,13,4,5,9,0,0,0,147.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.2
Catholic,2,525,St Joseph's School,Primary,O,22,22,44,26,18,44,22,21,43,19,14,33,14,23,37,12,15,27,18,24,42,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270
Catholic,2,539,St Joseph's School,Primary,O,33,41,74,29,33,62,40,44,84,37,34,71,46,35,81,48,28,76,44,39,83,0,0,0,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531
Catholic,2,548,Saint Ignatius College Geelong,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,44,116,70,49,119,66,48,114,76,40,116,56,44,100,54,52,106,0,0,0,671,671
Catholic,2,549,St Mary's School,Primary,O,14,14,28,5,12,17,17,13,30,10,17,27,12,15,27,13,12,25,12,11,23,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177
Catholic,2,550,St Patrick's School,Primary,O,26,20,46,15,10,25,15,19,34,20,11,31,13,8,21,15,13,28,8,10,18,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203
Catholic,2,566,St Monica's Primary School,Primary,O,40,34,74,28,44,72,30,43,73,35,33,68,38,39,77,40,28,68,32,32,64,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496
Catholic,2,567,St Patrick's School,Primary,O,6,12,18,6,15,21,6,13,19,19,11,30,12,14,26,19,14,33,16,18,34,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181
Catholic,2,576,Catholic Ladies' College Ltd,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,143,0,141,141,0,142,142,0,134,134,0,135,135,0,118,118,0,0,0,813,813
Catholic,2,579,St Joseph's School,Primary,O,9,11,20,9,14,23,9,13,22,8,6,14,5,5,10,5,2,7,6,4,10,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
Catholic,2,581,St Mary's School,Primary,O,5,7,12,4,2,6,3,5.4,8.4,4,5,9,3,1,4,4,5,9,7,4,11,0,0,0,59.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.4
Catholic,2,584,St Mary's School,Primary,O,23,34,57,26,27,53,29,39,68,25,17,42,38,26,64,18,26,44,21.4,24,45.4,0,0,0,373.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.4
Catholic,2,586,St Vincent's School,Special,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,6,9
Catholic,2,590,Sacred Heart School,Primary,O,28,22,50,28,20,48,24,20,44,26,20,46,24,19,43,14,15,29,6,15,21,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281
Catholic,2,594,St Mary's School,Primary,O,12,9,21,15,8,23,7,14,21,12,14,26,9,9,18,15,18,33,20,12,32,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
Catholic,2,595,St Joseph's College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,41,91,66,70,136,58,68,126,68,65,133,44,78,122,28,48,76,0,0,0,684,684
Catholic,2,599,St Patrick's School,Primary,O,9,5,14,10,7,17,10,10,20,10,8,18,4,12,16,6,11,17,9,8,17,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119
Catholic,2,603,St Joseph's School,Primary,O,9,7,16,8,8,16,8,6,14,10,10,20,9,6,15,7,12,19,5,7,12,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
Catholic,2,605,St Aloysius College,Secondary,O,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,0,93,93,0,112,112,0,107,107,0,117,117,0,92,92,0,0,0,620,620
Catholic,2,607,All Saints Parish School,Primary,O,19,19,38,23,13,36,24,16,40,21,14,35,20,21,41,24,16,40,21,22,43,0,0,0,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273
Catholic,2,619,St John The Evangelist School,Primary,C,14,18,32,10,6,16,13,8,21,8,10,18,10,8,18,11,14,25,3.4,9,12.4,0,0,0,142.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.4
