"Education_Sector","Entity_Type","School_No","School_Name","School_Type","School_Status","Prep Males Total","Prep Females Total","Prep Total","Year 1 Males Total","Year 1 Females Total","Year 1 Total","Year 2 Males Total","Year 2 Females Total","Year 2 Total","Year 3 Males Total","Year 3 Females Total","Year 3 Total","Year 4 Males Total","Year 4 Females Total","Year 4 Total","Year 5 Males Total","Year 5 Females Total","Year 5 Total","Year 6 Males Total","Year 6 Females Total","Year 6 Total","Primary Ungraded Males Total","Primary Ungraded Females Total","Primary Ungraded Total","Primary Total","Year 7 Males Total","Year 7 Females Total","Year 7 Total","Year 8 Males Total","Year 8 Females Total","Year 8 Total","Year 9 Males Total","Year 9 Females Total","Year 9 Total","Year 10 Males Total","Year 10 Females Total","Year 10 Total","Year 11 Males Total","Year 11 Females Total","Year 11 Total","Year 12 Males","Year 12 Females","Year 12 Total","Secondary Ungraded Males Total","Secondary Ungraded Females Total","Secondary Ungraded Total","Secondary Total","Grand Total"
"Catholic",2,33,"Emmanuel College Inc","Secondary","O",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89.10,118.00,207.10,112.00,114.00,226.00,125.00,101.00,226.00,97.60,116.60,214.20,104.00,90.00,194.00,93.00,102.00,195.00,0.00,0.00,0.00,1262.30,1262.30
"Catholic",2,35,"Loreto College","Secondary","O",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,156.00,156.00,0.00,156.00,156.00,0.00,134.00,134.00,0.00,135.00,135.00,0.00,129.00,129.00,0.00,136.00,136.00,0.00,0.00,0.00,846.00,846.00
"Catholic",2,60,"St Mary's School","Primary","O",32.00,15.00,47.00,21.00,20.00,41.00,23.00,23.00,46.00,18.00,14.00,32.00,11.00,13.00,24.00,10.00,20.00,30.00,11.00,12.00,23.00,0.00,0.00,0.00,243.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,243.00
"Catholic",2,77,"Sacred Heart School","Primary","O",23.00,23.00,46.00,21.00,14.00,35.00,13.00,19.00,32.00,8.00,12.00,20.00,21.00,20.00,41.00,14.00,22.00,36.00,25.00,18.00,43.00,0.00,0.00,0.00,253.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,253.00
"Catholic",2,78,"St Mary's School","Primary","O",31.00,23.00,54.00,27.00,25.00,52.00,28.00,40.00,68.00,31.00,22.00,53.00,21.00,26.00,47.00,21.00,16.00,37.00,22.00,25.00,47.00,0.00,0.00,0.00,358.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,358.00
"Catholic",2,98,"St Michael's School","Primary","O",6.00,13.00,19.00,11.00,12.00,23.00,5.00,13.00,18.00,9.00,12.00,21.00,10.00,5.00,15.00,10.00,10.00,20.00,10.00,3.00,13.00,0.00,0.00,0.00,129.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,129.00
"Catholic",2,104,"St Patrick's School","Primary","O",23.00,27.00,50.00,21.00,26.00,47.00,26.00,30.00,56.00,24.60,16.00,40.60,24.00,25.00,49.00,24.00,28.00,52.00,12.00,23.00,35.00,0.00,0.00,0.00,329.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,329.60
"Catholic",2,106,"Presentation College Windsor","Secondary","O",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89.00,89.00,0.00,100.00,100.00,0.00,91.00,91.00,0.00,89.00,89.00,0.00,105.00,105.00,0.00,114.00,114.00,0.00,0.00,0.00,588.00,588.00
"Catholic",2,107,"St Mary's School","Primary","O",19.00,25.00,44.00,23.00,21.00,44.00,27.00,24.00,51.00,16.00,25.00,41.00,11.00,17.00,28.00,16.00,20.00,36.00,12.00,11.00,23.00,0.00,0.00,0.00,267.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,267.00
"Catholic",2,111,"Assumption College","Secondary","O",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,108.00,98.00,206.00,95.00,92.00,187.00,108.00,101.00,209.00,96.00,105.00,201.00,108.00,96.00,204.00,98.00,76.00,174.00,0.00,0.00,0.00,1181.00,1181.00
"Catholic",2,113,"St Brendan's School","Primary","O",19.00,15.00,34.00,18.00,14.40,32.40,18.00,13.00,31.00,3.00,12.00,15.00,9.00,13.00,22.00,10.00,18.00,28.00,12.00,8.00,20.00,0.00,0.00,0.00,182.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182.40
"Catholic",2,130,"Catholic College Bendigo","Secondary","O",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,183.00,156.00,339.00,195.80,179.00,374.80,179.00,167.00,346.00,192.00,178.00,370.00,130.00,148.00,278.00,78.40,136.00,214.40,0.00,0.00,0.00,1922.20,1922.20
"Catholic",2,132,"St Augustine's School","Primary","O",14.00,20.00,34.00,22.00,22.00,44.00,19.00,17.00,36.00,15.00,24.00,39.00,18.00,11.00,29.00,5.00,17.00,22.00,14.00,15.00,29.00,0.00,0.00,0.00,233.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,233.00
"Catholic",2,139,"St Mary's School","Primary","O",24.00,23.00,47.00,28.00,24.00,52.00,24.00,30.00,54.00,28.00,27.00,55.00,32.00,19.00,51.00,24.00,27.00,51.00,21.40,25.00,46.40,0.00,0.00,0.00,356.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,356.40
"Catholic",2,140,"St Aloysius' School","Primary","O",13.00,15.00,28.00,15.00,23.00,38.00,12.00,12.00,24.00,17.00,18.00,35.00,13.00,12.00,25.00,9.00,20.00,29.00,19.00,14.00,33.00,0.00,0.00,0.00,212.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,212.00
"Catholic",2,148,"St Joseph's School","Primary","O",28.00,30.00,58.00,39.00,34.00,73.00,31.00,32.00,63.00,36.00,20.00,56.00,22.00,11.00,33.00,15.00,23.00,38.00,6.00,10.00,16.00,0.00,0.00,0.00,337.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,337.00
"Catholic",2,149,"Sacre Coeur","Pri/Sec","O",0.00,20.00,20.00,0.00,21.00,21.00,0.00,20.00,20.00,0.00,23.00,23.00,0.00,22.00,22.00,0.00,45.00,45.00,0.00,50.00,50.00,0.00,0.00,0.00,201.00,0.00,92.00,92.00,0.00,94.00,94.00,0.00,87.00,87.00,0.00,82.00,82.00,0.00,83.00,83.00,0.00,74.00,74.00,0.00,0.00,0.00,512.00,713.00
"Catholic",2,151,"St Joseph's School","Primary","O",15.00,23.00,38.00,7.00,13.00,20.00,16.00,11.00,27.00,9.00,17.00,26.00,6.00,11.00,17.00,5.00,11.00,16.00,6.00,15.00,21.00,0.00,0.00,0.00,165.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,165.00
"Catholic",2,152,"Sacred Heart School","Primary","O",9.00,6.00,15.00,13.00,9.00,22.00,12.00,9.00,21.00,8.00,10.00,18.00,12.00,11.00,23.00,12.00,8.00,20.00,7.00,15.00,22.00,0.00,0.00,0.00,141.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,141.00
"Catholic",2,153,"Sacred Heart School","Primary","O",14.00,14.00,28.00,14.00,8.00,22.00,9.00,7.00,16.00,14.00,14.00,28.00,11.00,5.00,16.00,6.00,5.00,11.00,3.00,6.00,9.00,0.00,0.00,0.00,130.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,130.00
"Catholic",2,154,"St Michael's School","Primary","O",25.00,28.00,53.00,31.00,22.00,53.00,29.00,25.00,54.00,24.00,21.00,45.00,34.00,23.00,57.00,24.00,25.00,49.00,23.00,18.00,41.00,0.00,0.00,0.00,352.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,352.00
"Catholic",2,156,"St Brendan's School","Primary","O",26.00,23.00,49.00,23.00,35.00,58.00,32.00,28.00,60.00,24.00,29.00,53.00,40.00,26.00,66.00,29.00,30.00,59.00,33.00,32.00,65.00,0.00,0.00,0.00,410.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,410.00
"Catholic",2,161,"St Mary's College","Pri/Sec","O",14.00,18.00,32.00,15.00,20.00,35.00,22.00,11.00,33.00,18.00,12.00,30.00,10.00,25.00,35.00,16.00,21.00,37.00,24.00,14.00,38.00,0.00,0.00,0.00,240.00,12.00,20.00,32.00,18.00,28.00,46.00,17.00,25.00,42.00,19.00,17.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,156.00,396.00
"Catholic",2,181,"St Mary's School","Primary","O",6.00,1.00,7.00,7.00,3.00,10.00,3.00,3.00,6.00,6.00,6.00,12.00,3.00,2.00,5.00,3.00,6.00,9.00,7.00,1.00,8.00,0.00,0.00,0.00,57.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.00
"Catholic",2,183,"St Mary's Primary School","Primary","O",12.00,11.00,23.00,15.00,16.00,31.00,4.00,12.00,16.00,16.00,8.00,24.00,9.00,14.00,23.00,12.00,13.00,25.00,11.00,14.00,25.00,0.00,0.00,0.00,167.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,167.00
"Catholic",2,184,"St Patrick's Primary School","Primary","O",43.00,28.00,71.00,43.00,37.00,80.00,34.00,49.00,83.00,42.00,45.00,87.00,40.00,36.00,76.00,40.00,42.00,82.00,44.00,40.00,84.00,0.00,0.00,0.00,563.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,563.00
"Catholic",2,185,"St Brigid's School","Primary","O",12.00,4.00,16.00,15.00,13.00,28.00,12.00,8.20,20.20,9.00,8.00,17.00,8.00,4.00,12.00,8.00,9.00,17.00,6.00,1.00,7.00,0.00,0.00,0.00,117.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,117.20
"Catholic",2,187,"St Patrick's School","Primary","O",5.00,4.00,9.00,3.00,2.00,5.00,5.00,8.00,13.00,5.00,3.00,8.00,8.00,3.00,11.00,4.00,4.00,8.00,3.00,3.00,6.00,0.00,0.00,0.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
"Catholic",2,189,"St Michael's School","Primary","O",0.00,1.00,1.00,0.00,4.00,4.00,0.00,0.20,0.20,3.00,3.00,6.00,1.00,2.00,3.00,1.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,16.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.20
"Catholic",2,191,"St Mary's School","Primary","O",6.00,10.00,16.00,9.00,15.00,24.00,13.00,14.00,27.00,8.00,7.00,15.00,9.00,10.00,19.00,11.00,11.00,22.00,12.00,10.00,22.00,0.00,0.00,0.00,145.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,145.00
"Catholic",2,192,"St Augustine's School","Primary","O",4.00,6.00,10.00,5.00,8.00,13.00,5.00,3.00,8.00,5.00,9.00,14.00,7.00,5.00,12.00,4.00,7.00,11.00,7.00,9.00,16.00,0.00,0.00,0.00,84.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.00
"Catholic",2,204,"St Monica's School","Primary","O",30.00,25.00,55.00,34.40,35.00,69.40,26.00,20.00,46.00,18.00,18.00,36.00,26.00,22.00,48.00,21.00,20.00,41.00,31.00,18.00,49.00,0.00,0.00,0.00,344.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,344.40
"Catholic",2,205,"St Joseph's School","Primary","O",25.00,20.00,45.00,27.00,27.00,54.00,26.00,21.00,47.00,25.00,16.00,41.00,21.00,31.00,52.00,21.00,16.00,37.00,23.00,20.00,43.00,0.00,0.00,0.00,319.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,319.00
"Catholic",2,212,"St Brendan's Primary School","Primary","O",2.00,4.00,6.00,3.00,4.00,7.00,2.00,2.00,4.00,6.00,0.00,6.00,0.00,4.00,4.00,3.00,0.00,3.00,3.00,2.00,5.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00
"Catholic",2,219,"Sacred Heart College","Secondary","O",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,222.00,222.00,0.00,234.00,234.00,0.00,234.00,234.00,0.00,228.00,228.00,0.00,221.00,221.00,0.00,231.00,231.00,0.00,0.00,0.00,1370.00,1370.00
"Catholic",2,227,"St Patrick's School","Primary","O",2.00,5.00,7.00,2.00,2.00,4.00,4.00,5.00,9.00,1.00,0.00,1.00,1.00,5.00,6.00,3.00,2.00,5.00,3.00,1.00,4.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00
"Catholic",2,236,"St Joseph's College Mildura","Secondary","O",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.00,103.40,187.40,94.00,97.00,191.00,86.00,68.00,154.00,59.00,81.00,140.00,53.00,65.00,118.00,41.00,80.00,121.00,0.00,0.00,0.00,911.40,911.40
"Catholic",2,250,"Star of the Sea College","Secondary","O",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,196.00,196.00,0.00,195.00,195.00,0.00,180.00,180.00,0.00,194.00,194.00,0.00,169.00,169.00,0.00,159.00,159.00,0.00,0.00,0.00,1093.00,1093.00
"Catholic",2,251,"St James' School","Primary","O",9.00,16.00,25.00,14.00,27.00,41.00,20.00,23.00,43.00,9.00,19.00,28.00,10.00,18.00,28.00,11.00,16.00,27.00,4.00,21.00,25.00,0.00,0.00,0.00,217.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,217.00
"Catholic",2,252,"St Peter's School","Primary","O",55.00,45.00,100.00,56.00,42.00,98.00,52.00,48.60,100.60,48.00,44.00,92.00,44.00,53.00,97.00,59.00,43.00,102.00,37.00,43.00,80.00,0.00,0.00,0.00,669.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,669.60
"Catholic",2,262,"St Liborius' School","Primary","O",21.00,15.00,36.00,18.00,20.00,38.00,17.00,20.00,37.00,14.00,17.00,31.00,14.00,22.00,36.00,15.00,13.00,28.00,16.00,14.00,30.00,0.00,0.00,0.00,236.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,236.00
"Catholic",2,265,"Damascus College","Secondary","O",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,115.00,195.00,75.00,117.00,192.00,84.00,99.00,183.00,78.00,88.00,166.00,68.00,99.00,167.00,49.00,62.00,111.00,0.00,0.00,0.00,1014.00,1014.00
"Catholic",2,285,"St Mary's School","Primary","O",8.00,4.00,12.00,6.00,5.00,11.00,6.00,13.40,19.40,7.00,7.00,14.00,18.00,8.00,26.00,15.00,11.00,26.00,12.00,12.00,24.00,0.00,0.00,0.00,132.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,132.40
"Catholic",2,286,"Sacred Heart College","Secondary","O",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,80.00,86.00,166.00,76.00,68.00,144.00,71.00,65.00,136.00,58.00,78.00,136.00,55.00,64.00,119.00,44.00,48.00,92.00,0.00,0.00,0.00,793.00,793.00
"Catholic",2,289,"St Ambrose's School","Primary","O",19.00,15.00,34.00,14.00,14.00,28.00,20.00,18.00,38.00,18.00,15.00,33.00,15.00,14.00,29.00,15.00,8.00,23.00,16.00,17.00,33.00,0.00,0.00,0.00,218.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,218.00
"Catholic",2,299,"St Joseph's School","Primary","O",1.00,6.00,7.00,4.00,1.00,5.00,3.00,3.00,6.00,5.00,3.00,8.00,3.00,3.00,6.00,0.00,3.00,3.00,2.00,5.00,7.00,0.00,0.00,0.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00
"Catholic",2,324,"Sacred Heart School","Primary","O",15.00,12.00,27.00,24.00,11.00,35.00,11.00,10.00,21.00,11.00,16.00,27.00,12.00,5.00,17.00,11.00,4.00,15.00,11.00,13.00,24.00,0.00,0.00,0.00,166.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,166.00
"Catholic",2,336,"St Paul's School","Primary","O",25.00,25.00,50.00,15.00,22.00,37.00,18.00,27.00,45.00,20.00,26.40,46.40,14.00,14.00,28.00,14.00,12.00,26.00,20.00,27.00,47.00,0.00,0.00,0.00,279.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,279.40
"Catholic",2,338,"St Andrew's School","Primary","O",38.00,32.00,70.00,35.00,21.00,56.00,52.00,25.00,77.00,28.00,17.00,45.00,32.00,33.00,65.00,27.00,20.00,47.00,32.00,22.00,54.00,0.00,0.00,0.00,414.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,414.00
"Catholic",2,353,"St Brigid's School","Primary","O",9.00,16.00,25.00,12.00,17.00,29.00,18.00,16.00,34.00,14.00,7.00,21.00,19.00,19.00,38.00,18.00,16.00,34.00,14.00,17.00,31.00,0.00,0.00,0.00,212.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,212.00
"Catholic",2,355,"Our Lady of Mount Carmel School","Primary","O",22.00,21.00,43.00,22.00,20.00,42.00,15.00,25.00,40.00,13.00,15.00,28.00,28.00,16.00,44.00,20.00,18.00,38.00,25.00,18.00,43.00,0.00,0.00,0.00,278.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,278.00
"Catholic",2,367,"St Joseph's School","Primary","O",3.00,1.00,4.00,1.00,4.00,5.00,3.00,4.00,7.00,4.00,3.00,7.00,4.00,3.00,7.00,6.00,5.00,11.00,1.00,0.00,1.00,0.00,0.00,0.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00
"Catholic",2,368,"St Mary's School","Primary","O",3.00,12.00,15.00,7.00,11.00,18.00,5.00,6.00,11.00,9.00,9.00,18.00,1.00,11.00,12.00,7.00,11.00,18.00,7.00,6.00,13.00,0.00,0.00,0.00,105.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,105.00
"Catholic",2,379,"St Mary's School","Primary","O",0.00,0.00,0.00,4.00,7.00,11.00,3.00,3.00,6.00,2.00,4.00,6.00,4.00,2.00,6.00,4.00,2.00,6.00,1.00,0.00,1.00,0.00,0.00,0.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00
"Catholic",2,384,"FCJ College","Secondary","O",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,44.00,80.00,32.00,29.00,61.00,32.00,30.00,62.00,36.00,33.00,69.00,34.00,45.00,79.00,26.00,38.00,64.00,0.00,0.00,0.00,415.00,415.00
"Catholic",2,386,"St Patrick's School","Primary","O",44.00,41.00,85.00,55.00,52.40,107.40,41.00,36.00,77.00,44.00,39.00,83.00,36.00,37.40,73.40,38.00,46.00,84.00,29.00,30.00,59.00,0.00,0.00,0.00,568.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,568.80
"Catholic",2,401,"Sacred Heart Primary School","Primary","O",18.00,28.00,46.00,26.00,32.00,58.00,36.00,29.00,65.00,28.00,24.00,52.00,26.00,22.00,48.00,32.00,26.00,58.00,28.00,30.00,58.00,0.00,0.00,0.00,385.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,385.00
"Catholic",2,404,"Xavier College","Pri/Sec","O",22.00,8.00,30.00,23.00,13.00,36.00,22.00,15.00,37.00,27.00,16.00,43.00,24.00,15.00,39.00,170.00,0.00,170.00,169.00,0.00,169.00,0.00,0.00,0.00,524.00,249.00,0.00,249.00,216.00,0.00,216.00,240.00,0.00,240.00,245.00,0.00,245.00,254.00,0.00,254.00,245.00,0.00,245.00,0.00,0.00,0.00,1449.00,1973.00
"Catholic",2,409,"St Joseph's School","Primary","O",4.00,2.00,6.00,4.00,0.00,4.00,2.00,3.00,5.00,2.00,3.00,5.00,2.00,5.00,7.00,1.00,6.00,7.00,0.00,3.00,3.00,0.00,0.00,0.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00
"Catholic",2,411,"Marian College","Secondary","O",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46.00,53.00,99.00,51.00,50.00,101.00,52.80,44.00,96.80,52.00,64.00,116.00,42.00,45.00,87.00,31.00,42.30,73.30,0.00,0.00,0.00,573.10,573.10
"Catholic",2,413,"Sacred Heart School","Primary","O",2.00,1.00,3.00,1.00,2.00,3.00,2.00,0.00,2.00,2.00,2.00,4.00,3.00,2.00,5.00,3.00,1.00,4.00,2.00,1.00,3.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00
"Catholic",2,414,"St Bernard's School","Primary","O",18.00,11.00,29.00,18.00,14.00,32.00,13.00,20.00,33.00,13.00,17.00,30.00,14.00,17.00,31.00,16.00,20.00,36.00,19.00,7.00,26.00,0.00,0.00,0.00,217.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,217.00
